CONSENTRATIONS	step	temp	pH	H2S(aq)	HS-	Methane(aq)	Fe++	H2(aq)	NO3-	O2(aq)	NH4+	SO4--	MgSO4(aq)	CaSO4(aq)	KSO4-	HCO3-	MgHCO3+	NaHCO3(aq)	CO2(aq)
CONSENTRATIONS	49	3.3	6.703	2.059e-06	6.983e-07	3.174e-05	4.005e-08	5.877e-08	1.19300000478e-05	0.000318054	1.9396883e-07	0.0277346823788	0	0.001397	0.0003476	0.0022	0	0	0.001046
CONSENTRATIONS	50	3.2	6.742	1.841e-06	6.797e-07	2.901e-05	3.661e-08	5.372e-08	1.19400000436e-05	0.000318212	1.7726821e-07	0.0277544751371	0	0.001397	0.0003474	0.0022	0	0	0.0009585
CONSENTRATIONS	51	3.1	6.777	1.659e-06	6.621e-07	2.671e-05	3.371e-08	4.947e-08	1.19400000401e-05	0.00031837	1.6326766e-07	0.0277633690957	0	0.001396	0.0003473	0.0022	0	0	0.0008852
CONSENTRATIONS	52	3.0	6.81	1.505e-06	6.456e-07	2.475e-05	3.124e-08	4.584e-08	1.19400000371e-05	0.000318449	1.5126716e-07	0.0277732639745	0	0.001396	0.0003472	0.0022	0	0	0.0008226
CONSENTRATIONS	53	3.0	6.84	1.374e-06	6.299e-07	2.306e-05	2.91e-08	4.271e-08	1.19500000346e-05	0.000318607	1.409667e-07	0.0277822595935	0	0.001395	0.0003472	0.0022	0	0	0.0007687
CONSENTRATIONS	54	2.9	6.869	1.261e-06	6.149e-07	2.159e-05	2.724e-08	3.998e-08	1.19500000324e-05	0.000318686	1.3196628e-07	0.0277921558027	0	0.001395	0.0003471	0.0022	0	0	0.0007216
CONSENTRATIONS	55	2.9	6.895	1.162e-06	6.007e-07	2.029e-05	2.56e-08	3.757e-08	1.19500000305e-05	0.000318765	1.2396588e-07	0.0277920524819	0	0.001395	0.000347	0.0022	0	0	0.0006803
CONSENTRATIONS	56	2.8	6.919	1.076e-06	5.872e-07	1.914e-05	2.415e-08	3.544e-08	1.19600000288e-05	0.000318844	1.1696551e-07	0.0278010495512	0	0.001394	0.000347	0.0022	0	0	0.0006436
CONSENTRATIONS	57	2.8	6.943	9.997e-07	5.743e-07	1.811e-05	2.285e-08	3.354e-08	1.19600000273e-05	0.000318844	1.1066515e-07	0.0278109469406	0	0.001394	0.0003469	0.0022	0	0	0.0006109
CONSENTRATIONS	58	2.7	6.964	9.32e-07	5.62e-07	1.719e-05	2.169e-08	3.183e-08	1.19600000259e-05	0.000318923	1.0506481e-07	0.0278109446201	0	0.001394	0.0003469	0.0022	0	0	0.0005815
CONSENTRATIONS	59	2.7	6.985	8.714e-07	5.501e-07	1.636e-05	2.064e-08	3.029e-08	1.19600000247e-05	0.000319002	9.995448e-08	0.0278108425196	0	0.001394	0.0003468	0.0022	0	0	0.000555
CONSENTRATIONS	60	2.7	7.004	8.171e-07	5.388e-07	1.56e-05	1.968e-08	2.889e-08	1.19700000236e-05	0.000319002	9.533417e-08	0.0278208406292	0	0.001394	0.0003468	0.002199	0	0	0.000531
CONSENTRATIONS	61	2.6	7.023	7.681e-07	5.28e-07	1.491e-05	1.881e-08	2.761e-08	1.19700000226e-05	0.000319081	9.112386e-08	0.0278198389088	0	0.001393	0.0003468	0.002199	0	0	0.0005091
CONSENTRATIONS	62	2.6	7.041	7.237e-07	5.175e-07	1.428e-05	1.802e-08	2.644e-08	1.19700000217e-05	0.000319081	8.726356e-08	0.0278298373384	0	0.001393	0.0003468	0.002199	0	0	0.0004891
CONSENTRATIONS	63	2.6	7.058	6.834e-07	5.075e-07	1.37e-05	1.729e-08	2.537e-08	1.19700000208e-05	0.00031916	8.372327e-08	0.0278297358981	0	0.001393	0.0003467	0.002199	0	0	0.0004707
CONSENTRATIONS	64	2.6	7.074	6.466e-07	4.979e-07	1.317e-05	1.661e-08	2.438e-08	1.19700000201e-05	0.00031916	8.046299e-08	0.0278297345778	0	0.001393	0.0003467	0.002199	0	0	0.0004538
CONSENTRATIONS	65	2.5	7.089	6.129e-07	4.886e-07	1.267e-05	1.599e-08	2.347e-08	1.19700000194e-05	0.00031916	7.743271e-08	0.0278397333575	0	0.001393	0.0003467	0.002198	0	0	0.0004381
CONSENTRATIONS	66	2.5	7.104	5.821e-07	4.797e-07	1.221e-05	1.541e-08	2.262e-08	1.19700000187e-05	0.000319239	7.463244e-08	0.0278397322272	0	0.001393	0.0003467	0.002198	0	0	0.0004236
CONSENTRATIONS	67	2.5	7.118	5.536e-07	4.71e-07	1.179e-05	1.487e-08	2.183e-08	1.19700000181e-05	0.000319239	7.203218e-08	0.027839631177	0	0.001393	0.0003466	0.002198	0	0	0.0004101
CONSENTRATIONS	68	2.5	7.132	5.274e-07	4.627e-07	1.139e-05	1.437e-08	2.109e-08	1.19700000175e-05	0.000319239	6.960191e-08	0.0278386302068	0	0.001392	0.0003466	0.002198	0	0	0.0003975
CONSENTRATIONS	69	2.5	7.145	5.031e-07	4.547e-07	1.102e-05	1.39e-08	2.04e-08	1.1980000017e-05	0.000319318	6.732165e-08	0.0278386292966	0	0.001392	0.0003466	0.002197	0	0	0.0003858
CONSENTRATIONS	70	2.5	7.158	4.807e-07	4.469e-07	1.067e-05	1.346e-08	1.976e-08	1.19800000165e-05	0.000319318	6.52014e-08	0.0278486284464	0	0.001392	0.0003466	0.002197	0	0	0.0003748
CONSENTRATIONS	71	2.4	7.17	4.598e-07	4.394e-07	1.034e-05	1.305e-08	1.915e-08	1.19800000161e-05	0.000319318	6.320115e-08	0.0278486276462	0	0.001392	0.0003466	0.002197	0	0	0.0003645
CONSENTRATIONS	72	2.4	7.182	4.403e-07	4.322e-07	1.003e-05	1.266e-08	1.858e-08	1.19800000156e-05	0.000319318	6.13209e-08	0.027848626896	0	0.001392	0.0003466	0.002197	0	0	0.0003548
CONSENTRATIONS	73	2.4	7.193	4.222e-07	4.252e-07	9.745e-06	1.229e-08	1.805e-08	1.19800000152e-05	0.000319397	5.955065e-08	0.0278485261959	0	0.001392	0.0003465	0.002196	0	0	0.0003457
CONSENTRATIONS	74	2.4	7.204	4.052e-07	4.184e-07	9.471e-06	1.195e-08	1.754e-08	1.19800000148e-05	0.000319397	5.78804e-08	0.0278485255357	0	0.001392	0.0003465	0.002196	0	0	0.0003371
CONSENTRATIONS	75	2.4	7.215	3.893e-07	4.118e-07	9.213e-06	1.162e-08	1.706e-08	1.19800000145e-05	0.000319397	5.630016e-08	0.0278485249156	0	0.001392	0.0003465	0.002196	0	0	0.000329
CONSENTRATIONS	76	2.4	7.225	3.745e-07	4.054e-07	8.968e-06	1.131e-08	1.661e-08	1.19800000141e-05	0.000319397	5.479992e-08	0.0278585243255	0	0.001392	0.0003465	0.002196	0	0	0.0003213
CONSENTRATIONS	77	2.4	7.235	3.605e-07	3.992e-07	8.736e-06	1.102e-08	1.618e-08	1.19800000138e-05	0.000319397	5.338968e-08	0.0278585237653	0	0.001392	0.0003465	0.002195	0	0	0.000314
CONSENTRATIONS	78	2.4	7.245	3.474e-07	3.932e-07	8.515e-06	1.074e-08	1.577e-08	1.19800000135e-05	0.000319476	5.203945e-08	0.0278585232352	0	0.001392	0.0003465	0.002195	0	0	0.0003071
CONSENTRATIONS	79	2.4	7.254	3.35e-07	3.874e-07	8.306e-06	1.048e-08	1.538e-08	1.19800000132e-05	0.000319476	5.075922e-08	0.0278585227351	0	0.001392	0.0003465	0.002195	0	0	0.0003005
CONSENTRATIONS	80	2.3	7.263	3.233e-07	3.817e-07	8.106e-06	1.023e-08	1.501e-08	1.19800000129e-05	0.000319476	4.953898e-08	0.027858522255	0	0.001392	0.0003465	0.002195	0	0	0.0002943
CONSENTRATIONS	81	2.3	7.272	3.123e-07	3.762e-07	7.916e-06	9.988e-09	1.466e-08	1.19800000127e-05	0.000319476	4.837875e-08	0.0278585217949	0	0.001392	0.0003465	0.002194	0	0	0.0002883
CONSENTRATIONS	82	2.3	7.281	3.019e-07	3.709e-07	7.735e-06	9.759e-09	1.432e-08	1.19800000124e-05	0.000319476	4.726852e-08	0.0278585213648	0	0.001392	0.0003465	0.002194	0	0	0.0002827
CONSENTRATIONS	83	2.3	7.289	2.921e-07	3.657e-07	7.561e-06	9.54e-09	1.4e-08	1.19800000122e-05	0.000319476	4.62083e-08	0.0278584209547	0	0.001392	0.0003464	0.002194	0	0	0.0002773
CONSENTRATIONS	84	2.3	7.298	2.827e-07	3.606e-07	7.396e-06	9.331e-09	1.37e-08	1.19800000119e-05	0.000319476	4.519807e-08	0.0278574205646	0	0.001391	0.0003464	0.002194	0	0	0.0002721
CONSENTRATIONS	85	2.3	7.306	2.739e-07	3.557e-07	7.237e-06	9.131e-09	1.34e-08	1.19800000117e-05	0.000319555	4.422785e-08	0.0278574201845	0	0.001391	0.0003464	0.002193	0	0	0.0002672
CONSENTRATIONS	86	2.3	7.313	2.655e-07	3.509e-07	7.085e-06	8.939e-09	1.312e-08	1.19800000115e-05	0.000319555	4.329762e-08	0.0278674198244	0	0.001391	0.0003464	0.002193	0	0	0.0002625
CONSENTRATIONS	87	2.3	7.321	2.575e-07	3.462e-07	6.94e-06	8.755e-09	1.285e-08	1.19800000113e-05	0.000319555	4.24074e-08	0.0278674194744	0	0.001391	0.0003464	0.002193	0	0	0.0002579
CONSENTRATIONS	88	2.3	7.328	2.499e-07	3.417e-07	6.8e-06	8.579e-09	1.259e-08	1.19800000111e-05	0.000319555	4.155718e-08	0.0278674191443	0	0.001391	0.0003464	0.002193	0	0	0.0002536
CONSENTRATIONS	89	2.3	7.336	2.426e-07	3.373e-07	6.665e-06	8.41e-09	1.234e-08	1.19900000109e-05	0.000319555	4.073696e-08	0.0278674188342	0	0.001391	0.0003464	0.002192	0	0	0.0002494
CONSENTRATIONS	90	2.3	7.343	2.358e-07	3.329e-07	6.536e-06	8.247e-09	1.21e-08	1.19900000108e-05	0.000319555	3.994674e-08	0.0278674185241	0	0.001391	0.0003464	0.002192	0	0	0.0002454
CONSENTRATIONS	91	2.3	7.349	2.292e-07	3.287e-07	6.412e-06	8.09e-09	1.187e-08	1.19900000106e-05	0.000319555	3.918653e-08	0.0278674182341	0	0.001391	0.0003464	0.002192	0	0	0.0002416
CONSENTRATIONS	92	2.3	7.356	2.229e-07	3.246e-07	6.293e-06	7.939e-09	1.165e-08	1.19900000104e-05	0.000319555	3.845631e-08	0.027867417954	0	0.001391	0.0003464	0.002192	0	0	0.0002379
CONSENTRATIONS	93	2.3	7.363	2.169e-07	3.206e-07	6.177e-06	7.794e-09	1.144e-08	1.19900000103e-05	0.000319555	3.77461e-08	0.027867417684	0	0.001391	0.0003464	0.002192	0	0	0.0002344
CONSENTRATIONS	94	2.3	7.369	2.112e-07	3.167e-07	6.066e-06	7.654e-09	1.123e-08	1.19900000101e-05	0.000319555	3.707588e-08	0.0278674174239	0	0.001391	0.0003464	0.002191	0	0	0.0002309
CONSENTRATIONS	95	2.3	7.375	2.057e-07	3.129e-07	5.959e-06	7.519e-09	1.104e-08	1.199000001e-05	0.000319634	3.641567e-08	0.0278674171738	0	0.001391	0.0003464	0.002191	0	0	0.0002276
CONSENTRATIONS	96	2.2	7.381	2.004e-07	3.092e-07	5.856e-06	7.388e-09	1.084e-08	1.19900000098e-05	0.000319634	3.578546e-08	0.0278674169338	0	0.001391	0.0003464	0.002191	0	0	0.0002245
CONSENTRATIONS	97	2.2	7.387	1.954e-07	3.055e-07	5.756e-06	7.262e-09	1.066e-08	1.19900000097e-05	0.000319634	3.517525e-08	0.0278674167037	0	0.001391	0.0003464	0.002191	0	0	0.0002214
CONSENTRATIONS	98	2.2	7.393	1.906e-07	3.02e-07	5.659e-06	7.14e-09	1.048e-08	1.19900000096e-05	0.000319634	3.458504e-08	0.0278674164737	0	0.001391	0.0003464	0.00219	0	0	0.0002184
CONSENTRATIONS	99	2.2	7.399	1.859e-07	2.985e-07	5.566e-06	7.023e-09	1.031e-08	1.19900000094e-05	0.000319634	3.401483e-08	0.0278674162636	0	0.001391	0.0003464	0.00219	0	0	0.0002156
CONSENTRATIONS	100	2.2	7.405	1.815e-07	2.951e-07	5.476e-06	6.909e-09	1.014e-08	1.19900000093e-05	0.000319634	3.346462e-08	0.0278673160536	0	0.001391	0.0003463	0.00219	0	0	0.0002128
CONSENTRATIONS	101	2.2	7.41	1.772e-07	2.918e-07	5.388e-06	6.798e-09	9.979e-09	1.19900000092e-05	0.000319634	3.292442e-08	0.0278673158435	0	0.001391	0.0003463	0.00219	0	0	0.0002101
CONSENTRATIONS	102	2.2	7.415	1.731e-07	2.885e-07	5.304e-06	6.692e-09	9.822e-09	1.19900000091e-05	0.000319634	3.241421e-08	0.0278773156535	0	0.001391	0.0003463	0.002189	0	0	0.0002075
CONSENTRATIONS	103	2.2	7.421	1.692e-07	2.853e-07	5.222e-06	6.588e-09	9.67e-09	1.1990000009e-05	0.000319634	3.191401e-08	0.0278773154635	0	0.001391	0.0003463	0.002189	0	0	0.000205
CONSENTRATIONS	104	2.2	7.426	1.654e-07	2.822e-07	5.142e-06	6.488e-09	9.523e-09	1.19900000089e-05	0.000319634	3.142381e-08	0.0278773152734	0	0.001391	0.0003463	0.002189	0	0	0.0002026
CONSENTRATIONS	105	2.2	7.431	1.617e-07	2.792e-07	5.065e-06	6.39e-09	9.38e-09	1.19900000088e-05	0.000319634	3.095361e-08	0.0278773151034	0	0.001391	0.0003463	0.002189	0	0	0.0002003
CONSENTRATIONS	106	2.2	7.436	1.582e-07	2.762e-07	4.99e-06	6.296e-09	9.241e-09	1.19900000087e-05	0.000319634	3.049341e-08	0.0278773149233	0	0.001391	0.0003463	0.002189	0	0	0.000198
CONSENTRATIONS	0	229.0	4.69	0.0004629	6.134e-06	0.0054	2.563e-06	1e-05	9.9996036e-15	7.9e-15	3.3003e-05	1.00003e-14	0	4.103e-15	1.214e-15	0.0004703	0	0	0.1729
CONSENTRATIONS	1	78.0	4.623	0.0001534	2.891e-06	0.0018	2.206e-06	3.333e-06	8.00002012e-06	0.0002133	1.1003776e-05	0.01860169508	0	0.001911	0.0004952	0.001841	0	0	0.05759
CONSENTRATIONS	2	45.9	4.889	8.837e-05	1.82e-06	0.001038	1.303e-06	1.923e-06	9.692006436e-06	0.000258409	6.3456775e-06	0.022530406709	0	0.001671	0.000417	0.001996	0	0	0.03325
CONSENTRATIONS	3	32.0	5.116	6.008e-05	1.469e-06	0.0007087	8.932e-07	1.312e-06	1.0430003007e-05	0.000278001	4.3303214e-06	0.024238801263	0	0.001574	0.0003893	0.002063	0	0	0.0227
CONSENTRATIONS	4	24.2	5.296	4.432e-05	1.297e-06	0.0005252	6.63e-07	9.726e-07	1.0830001739e-05	0.000288824	3.2092126e-06	0.025182108095	0	0.001523	0.000376	0.002101	0	0	0.01683
CONSENTRATIONS	5	19.3	5.443	3.431e-05	1.195e-06	0.0004088	5.163e-07	7.57e-07	1.109000114e-05	0.000295697	2.4981637e-06	0.0257913116415	0	0.001491	0.0003683	0.002125	0	0	0.01311
CONSENTRATIONS	6	15.9	5.567	2.742e-05	1.126e-06	0.0003286	4.152e-07	6.086e-07	1.12700008085e-05	0.000300516	2.0081368e-06	0.0262058174215	0	0.001471	0.0003634	0.002141	0	0	0.01055
CONSENTRATIONS	7	13.4	5.675	2.241e-05	1.075e-06	0.0002703	3.415e-07	5.006e-07	1.14000006051e-05	0.000303913	1.65212e-06	0.0265070552985	0	0.001456	0.00036	0.002153	0	0	0.008681
CONSENTRATIONS	8	11.6	5.77	1.861e-05	1.036e-06	0.0002262	2.857e-07	4.189e-07	1.15000004704e-05	0.00030652	1.3821087e-06	0.0267333182225	0	0.001445	0.0003575	0.002163	0	0	0.007268
CONSENTRATIONS	9	10.1	5.856	1.565e-05	1.004e-06	0.0001918	2.422e-07	3.551e-07	1.15700003762e-05	0.000308574	1.1721006e-06	0.0269122528723	0	0.001436	0.0003556	0.00217	0	0	0.006166
CONSENTRATIONS	10	9.0	5.936	1.329e-05	9.76e-07	0.0001643	2.074e-07	3.042e-07	1.16300003074e-05	0.000310233	1.0040946e-06	0.0270536326371	0	0.001429	0.0003541	0.002175	0	0	0.005286
CONSENTRATIONS	11	8.0	6.009	1.137e-05	9.516e-07	0.0001419	1.792e-07	2.627e-07	1.16800002554e-05	0.000311576	8.6698994e-07	0.0271674420116	0	0.001424	0.000353	0.00218	0	0	0.004569
CONSENTRATIONS	12	7.2	6.078	9.787e-06	9.293e-07	0.0001234	1.558e-07	2.285e-07	1.17300002151e-05	0.000312603	7.5398625e-07	0.0272613718923	0	0.001419	0.000352	0.002184	0	0	0.003977
CONSENTRATIONS	13	6.6	6.143	8.464e-06	9.084e-07	0.0001079	1.362e-07	1.998e-07	1.17600001831e-05	0.000313551	6.5938325e-07	0.0273476163775	0	0.001416	0.0003513	0.002187	0	0	0.003482
CONSENTRATIONS	14	6.0	6.205	7.348e-06	8.885e-07	9.482e-05	1.197e-07	1.756e-07	1.17900001573e-05	0.000314341	5.7948078e-07	0.0274128716658	0	0.001412	0.0003506	0.002189	0	0	0.003064
CONSENTRATIONS	15	5.5	6.264	6.398e-06	8.691e-07	8.366e-05	1.056e-07	1.549e-07	1.18100001362e-05	0.000314973	5.1127871e-07	0.0274703350563	0	0.00141	0.0003501	0.002191	0	0	0.002707
CONSENTRATIONS	16	5.1	6.321	5.585e-06	8.5e-07	7.407e-05	9.351e-08	1.372e-07	1.18400001186e-05	0.000315526	4.5267694e-07	0.0275168047486	0	0.001407	0.0003496	0.002193	0	0	0.0024
CONSENTRATIONS	17	4.8	6.376	4.883e-06	8.309e-07	6.578e-05	8.303e-08	1.218e-07	1.18500001039e-05	0.000316079	4.0197542e-07	0.0275643792423	0	0.001405	0.0003492	0.002195	0	0	0.002134
CONSENTRATIONS	18	4.5	6.429	4.276e-06	8.118e-07	5.857e-05	7.393e-08	1.085e-07	1.18700000915e-05	0.000316474	3.5797409e-07	0.027592957737	0	0.001404	0.0003488	0.002196	0	0	0.001904
CONSENTRATIONS	19	4.2	6.481	3.748e-06	7.923e-07	5.227e-05	6.597e-08	9.679e-08	1.18800000808e-05	0.000316869	3.1937292e-07	0.0276306393325	0	0.001402	0.0003485	0.002197	0	0	0.001702
CONSENTRATIONS	20	4.0	6.531	3.287e-06	7.726e-07	4.673e-05	5.898e-08	8.654e-08	1.19000000717e-05	0.000317185	2.8557188e-07	0.0276594236286	0	0.001401	0.0003483	0.002198	0	0	0.001525
CONSENTRATIONS	21	3.8	6.581	2.884e-06	7.524e-07	4.186e-05	5.283e-08	7.752e-08	1.19100000638e-05	0.000317501	2.5577093e-07	0.0276881099254	0	0.0014	0.000348	0.002199	0	0	0.001369
CONSENTRATIONS	22	3.6	6.629	2.531e-06	7.318e-07	3.755e-05	4.739e-08	6.954e-08	1.19200000569e-05	0.000317738	2.2947007e-07	0.0277068980825	0	0.001399	0.0003478	0.002199	0	0	0.001231
CONSENTRATIONS	23	3.4	6.676	2.22e-06	7.107e-07	3.373e-05	4.257e-08	6.247e-08	1.19300000509e-05	0.000317975	2.0616927e-07	0.0277257877301	0	0.001398	0.0003477	0.0022	0	0	0.001109
CONSENTRATIONS	24	3.3	6.722	1.947e-06	6.89e-07	3.034e-05	3.828e-08	5.618e-08	1.19300000456e-05	0.000318133	1.8536852e-07	0.027744578658	0	0.001397	0.0003475	0.0022	0	0	0.001001
CONSENTRATIONS	25	3.2	6.768	1.706e-06	6.669e-07	2.731e-05	3.447e-08	5.058e-08	1.1940000041e-05	0.00031837	1.6696781e-07	0.0277634706761	0	0.001396	0.0003474	0.0022	0	0	0.0009044
CONSENTRATIONS	26	3.0	6.813	1.495e-06	6.443e-07	2.462e-05	3.106e-08	4.559e-08	1.19500000369e-05	0.000318528	1.5046712e-07	0.0277732636245	0	0.001396	0.0003472	0.0022	0	0	0.0008183
CONSENTRATIONS	27	2.9	6.857	1.308e-06	6.213e-07	2.22e-05	2.802e-08	4.112e-08	1.19500000333e-05	0.000318607	1.3566646e-07	0.027782157383	0	0.001395	0.0003471	0.0022	0	0	0.0007413
CONSENTRATIONS	28	2.8	6.9	1.144e-06	5.979e-07	2.004e-05	2.529e-08	3.712e-08	1.19600000301e-05	0.000318765	1.224658e-07	0.0277920518517	0	0.001395	0.000347	0.0022	0	0	0.0006724
CONSENTRATIONS	29	2.8	6.943	9.992e-07	5.742e-07	1.81e-05	2.284e-08	3.353e-08	1.19600000272e-05	0.000318844	1.1066515e-07	0.0278109469306	0	0.001394	0.0003469	0.0022	0	0	0.0006107
CONSENTRATIONS	30	2.7	6.985	8.72e-07	5.503e-07	1.636e-05	2.065e-08	3.03e-08	1.19600000247e-05	0.000319002	1.0000449e-07	0.0278108425396	0	0.001394	0.0003468	0.0022	0	0	0.0005553
CONSENTRATIONS	31	2.6	7.026	7.602e-07	5.262e-07	1.48e-05	1.867e-08	2.741e-08	1.19700000224e-05	0.000319081	9.044381e-08	0.0278198386287	0	0.001393	0.0003468	0.002199	0	0	0.0005056
CONSENTRATIONS	32	2.6	7.067	6.62e-07	5.02e-07	1.339e-05	1.69e-08	2.48e-08	1.19700000204e-05	0.00031916	8.183311e-08	0.0278297351279	0	0.001393	0.0003467	0.002199	0	0	0.0004609
CONSENTRATIONS	33	2.5	7.107	5.759e-07	4.778e-07	1.212e-05	1.529e-08	2.245e-08	1.19700000186e-05	0.000319239	7.407239e-08	0.0278397319972	0	0.001393	0.0003467	0.002198	0	0	0.0004207
CONSENTRATIONS	34	2.5	7.146	5.005e-07	4.538e-07	1.098e-05	1.385e-08	2.033e-08	1.1980000017e-05	0.000319318	6.708162e-08	0.0278386291966	0	0.001392	0.0003466	0.002197	0	0	0.0003845
CONSENTRATIONS	35	2.4	7.185	4.346e-07	4.3e-07	9.944e-06	1.255e-08	1.841e-08	1.19800000155e-05	0.000319397	6.077082e-08	0.027848626686	0	0.001392	0.0003466	0.002197	0	0	0.0003519
CONSENTRATIONS	36	2.4	7.223	3.771e-07	4.065e-07	9.011e-06	1.137e-08	1.669e-08	1.19800000142e-05	0.000319397	5.506997e-08	0.0278585244255	0	0.001392	0.0003465	0.002196	0	0	0.0003226
CONSENTRATIONS	37	2.3	7.261	3.27e-07	3.835e-07	8.168e-06	1.031e-08	1.513e-08	1.1980000013e-05	0.000319476	4.991906e-08	0.027858522405	0	0.001392	0.0003465	0.002195	0	0	0.0002962
CONSENTRATIONS	38	2.3	7.297	2.833e-07	3.609e-07	7.407e-06	9.345e-09	1.372e-08	1.1980000012e-05	0.000319476	4.525808e-08	0.0278574205846	0	0.001391	0.0003464	0.002194	0	0	0.0002725
CONSENTRATIONS	39	2.3	7.333	2.454e-07	3.39e-07	6.717e-06	8.475e-09	1.244e-08	1.1990000011e-05	0.000319555	4.104705e-08	0.0278674189542	0	0.001391	0.0003464	0.002193	0	0	0.000251
CONSENTRATIONS	40	2.3	7.367	2.126e-07	3.177e-07	6.094e-06	7.688e-09	1.128e-08	1.19900000102e-05	0.000319555	3.723593e-08	0.0278674174839	0	0.001391	0.0003464	0.002191	0	0	0.0002318
CONSENTRATIONS	41	2.2	7.401	1.841e-07	2.971e-07	5.529e-06	6.975e-09	1.024e-08	1.19900000094e-05	0.000319634	3.378475e-08	0.0278674161736	0	0.001391	0.0003464	0.00219	0	0	0.0002144
CONSENTRATIONS	42	2.2	7.434	1.595e-07	2.773e-07	5.017e-06	6.33e-09	9.291e-09	1.19900000087e-05	0.000319634	3.066348e-08	0.0278773149933	0	0.001391	0.0003463	0.002189	0	0	0.0001988
CONSENTRATIONS	43	2.2	7.466	1.382e-07	2.583e-07	4.554e-06	5.745e-09	8.433e-09	1.19900000081e-05	0.000319713	2.783213e-08	0.0278773139331	0	0.001391	0.0003463	0.002187	0	0	0.0001848
CONSENTRATIONS	44	2.2	7.496	1.199e-07	2.402e-07	4.134e-06	5.215e-09	7.655e-09	1.19900000075e-05	0.000319713	2.52607e-08	0.0278773129729	0	0.001391	0.0003463	0.002186	0	0	0.0001722
CONSENTRATIONS	45	2.2	7.526	1.04e-07	2.229e-07	3.753e-06	4.735e-09	6.95e-09	1.1990000007e-05	0.000319713	2.293919e-08	0.0278763121227	0	0.00139	0.0003463	0.002184	0	0	0.0001608
CONSENTRATIONS	46	2.1	7.554	9.04e-08	2.066e-07	3.408e-06	4.299e-09	6.311e-09	1.19900000066e-05	0.000319713	2.08276e-08	0.0278863113525	0	0.00139	0.0003463	0.002182	0	0	0.0001506
CONSENTRATIONS	47	2.1	7.581	7.864e-08	1.911e-07	3.095e-06	3.904e-09	5.731e-09	1.19900000062e-05	0.000319792	1.891595e-08	0.0278862106724	0	0.00139	0.0003462	0.002181	0	0	0.0001415
CONSENTRATIONS	48	2.1	7.607	6.851e-08	1.766e-07	2.811e-06	3.546e-09	5.205e-09	1.19900000058e-05	0.000319792	1.717422e-08	0.0278862100522	0	0.00139	0.0003462	0.002179	0	0	0.0001333
CONSENTRATIONS	49	2.1	7.631	5.979e-08	1.629e-07	2.553e-06	3.221e-09	4.727e-09	1.19900000055e-05	0.000319792	1.560245e-08	0.0278862095021	0	0.00139	0.0003462	0.002177	0	0	0.0001259
CONSENTRATIONS	50	2.1	7.653	5.268e-08	1.509e-07	2.332e-06	2.942e-09	4.319e-09	1.19900000052e-05	0.000319792	1.425074e-08	0.027886209036	0	0.00139	0.0003462	0.002176	0	0	0.0001197
CONSENTRATIONS	51	2.1	7.672	4.697e-08	1.405e-07	2.147e-06	2.708e-09	3.976e-09	1.2000000005e-05	0.000319792	1.311914e-08	0.0278862086489	0	0.00139	0.0003462	0.002174	0	0	0.0001146
CONSENTRATIONS	52	2.1	7.689	4.23e-08	1.314e-07	1.989e-06	2.509e-09	3.683e-09	1.20000000048e-05	0.000319871	1.215765e-08	0.0278862083229	0	0.00139	0.0003462	0.002173	0	0	0.0001102
CONSENTRATIONS	53	2.1	7.703	3.842e-08	1.234e-07	1.852e-06	2.337e-09	3.43e-09	1.20000000047e-05	0.000319871	1.131626e-08	0.0278862080448	0	0.00139	0.0003462	0.002172	0	0	0.0001065
CONSENTRATIONS	54	2.1	7.717	3.515e-08	1.164e-07	1.733e-06	2.187e-09	3.21e-09	1.20000000045e-05	0.000319871	1.059495e-08	0.0278962078047	0	0.00139	0.0003462	0.00217	0	0	0.0001033
CONSENTRATIONS	55	2.1	7.728	3.237e-08	1.101e-07	1.629e-06	2.055e-09	3.016e-09	1.20000000044e-05	0.000319871	9.95373e-09	0.0278962075947	0	0.00139	0.0003462	0.002169	0	0	0.0001005
CONSENTRATIONS	56	2.1	7.739	2.997e-08	1.044e-07	1.536e-06	1.938e-09	2.845e-09	1.20000000043e-05	0.000319871	9.38759e-09	0.0278962074106	0	0.00139	0.0003462	0.002168	0	0	9.801e-05
CONSENTRATIONS	57	2.1	7.749	2.789e-08	9.934e-08	1.453e-06	1.834e-09	2.692e-09	1.20000000042e-05	0.000319871	8.88151e-09	0.0278962072486	0	0.00139	0.0003462	0.002168	0	0	9.583e-05
CONSENTRATIONS	58	2.1	7.757	2.606e-08	9.472e-08	1.379e-06	1.74e-09	2.554e-09	1.20000000041e-05	0.000319871	8.4285e-09	0.0278962071036	0	0.00139	0.0003462	0.002167	0	0	9.389e-05
CONSENTRATIONS	59	2.1	7.765	2.445e-08	9.051e-08	1.312e-06	1.655e-09	2.43e-09	1.20000000041e-05	0.000319871	8.01855e-09	0.0278962069736	0	0.00139	0.0003462	0.002166	0	0	9.215e-05
CONSENTRATIONS	60	2.1	7.773	2.302e-08	8.666e-08	1.251e-06	1.579e-09	2.317e-09	1.2000000004e-05	0.000319871	7.64665e-09	0.0278962068565	0	0.00139	0.0003462	0.002165	0	0	9.059e-05
