CONSENTRATIONS	step	temp	pH	H2S(aq)	HS-	Methane(aq)	Fe++	H2(aq)	NO3-	O2(aq)	NH4+	SO4--	MgSO4(aq)	CaSO4(aq)	KSO4-	HCO3-	MgHCO3+	NaHCO3(aq)	CO2(aq)
CONSENTRATIONS	105	18.0	5.489	3.16e-05	1.168e-06	0.0003772	4.765e-07	6.986e-07	1.1160001002e-05	0.000297593	2.3051525e-06	0.0259510635472	0	0.001483	0.0003663	0.002131	0	0	0.0121
CONSENTRATIONS	106	17.7	5.497	3.115e-05	1.163e-06	0.000372	4.7e-07	6.89e-07	1.11700009802e-05	0.000297909	2.2731507e-06	0.0259797245326	0	0.001482	0.000366	0.002132	0	0	0.01193
CONSENTRATIONS	0	229.0	4.69	0.0004629	6.134e-06	0.0054	2.563e-06	1e-05	9.9996036e-15	7.9e-15	3.3003e-05	1.00003e-14	0	4.103e-15	1.214e-15	0.0004703	0	0	0.1729
CONSENTRATIONS	1	229.0	4.69	0.0004628	6.138e-06	0.005399	2.565e-06	9.998e-06	2.3991446e-09	6.39742e-08	3.2991e-05	5.579559e-06	0	2.289e-06	6.77e-07	0.0004709	0	0	0.1729
CONSENTRATIONS	2	228.9	4.69	0.0004627	6.143e-06	0.005398	2.567e-06	9.996e-06	5.0383032e-09	1.343e-07	3.2988e-05	1.171249e-05	0	4.804e-06	1.421e-06	0.0004715	0	0	0.1728
CONSENTRATIONS	3	228.9	4.69	0.0004625	6.148e-06	0.005396	2.569e-06	9.993e-06	7.9384771e-09	2.11641e-07	3.2975e-05	1.845763e-05	0	7.569e-06	2.239e-06	0.0004722	0	0	0.1728
CONSENTRATIONS	4	228.8	4.691	0.0004624	6.153e-06	0.005395	2.572e-06	9.991e-06	1.11306676e-08	2.96724e-07	3.2972e-05	2.587545e-05	0	1.061e-05	3.137e-06	0.000473	0	0	0.1727
CONSENTRATIONS	5	228.7	4.691	0.0004623	6.159e-06	0.005393	2.574e-06	9.988e-06	1.46308762e-08	3.90181e-07	3.2958e-05	3.401901e-05	0	1.394e-05	4.124e-06	0.0004738	0	0	0.1727
CONSENTRATIONS	6	228.7	4.691	0.0004621	6.166e-06	0.005392	2.577e-06	9.985e-06	1.8491105e-08	4.9296e-07	3.2944e-05	4.298936e-05	0	1.761e-05	5.208e-06	0.0004747	0	0	0.1726
CONSENTRATIONS	7	228.6	4.691	0.0004619	6.173e-06	0.00539	2.58e-06	9.981e-06	2.2721355e-08	6.0593e-07	3.294e-05	5.284157e-05	0	2.164e-05	6.399e-06	0.0004757	0	0	0.1726
CONSENTRATIONS	8	228.5	4.691	0.0004617	6.181e-06	0.005388	2.583e-06	9.977e-06	2.7381628e-08	7.30118e-07	3.2925e-05	6.366072e-05	0	2.606e-05	7.707e-06	0.0004768	0	0	0.1725
CONSENTRATIONS	9	228.4	4.692	0.0004615	6.189e-06	0.005385	2.587e-06	9.973e-06	3.2501927e-08	8.6663e-07	3.291e-05	7.556689e-05	0	3.092e-05	9.144e-06	0.000478	0	0	0.1724
CONSENTRATIONS	10	228.3	4.692	0.0004613	6.199e-06	0.005383	2.591e-06	9.968e-06	3.8132254e-08	1.01673e-06	3.2894e-05	8.864715e-05	0	3.626e-05	1.072e-05	0.0004793	0	0	0.1723
CONSENTRATIONS	11	228.2	4.692	0.0004611	6.209e-06	0.00538	2.596e-06	9.963e-06	4.431261e-08	1.18105e-06	3.2878e-05	0.0001030246	0	4.212e-05	1.245e-05	0.0004807	0	0	0.1723
CONSENTRATIONS	12	228.0	4.692	0.0004608	6.22e-06	0.005377	2.601e-06	9.957e-06	5.1102999e-08	1.36275e-06	3.2861e-05	0.0001188123	0	4.854e-05	1.435e-05	0.0004823	0	0	0.1722
CONSENTRATIONS	13	227.9	4.693	0.0004605	6.233e-06	0.005374	2.606e-06	9.951e-06	5.8563423e-08	1.56183e-06	3.2843e-05	0.0001361794	0	5.56e-05	1.644e-05	0.0004841	0	0	0.172
CONSENTRATIONS	14	227.7	4.693	0.0004601	6.246e-06	0.00537	2.612e-06	9.944e-06	6.6763885e-08	1.77987e-06	3.2815e-05	0.0001552279	0	6.333e-05	1.872e-05	0.000486	0	0	0.1719
CONSENTRATIONS	15	227.6	4.694	0.0004598	6.261e-06	0.005366	2.618e-06	9.937e-06	7.5774388e-08	2.02003e-06	3.2796e-05	0.000176178	0	7.182e-05	2.123e-05	0.0004881	0	0	0.1718
CONSENTRATIONS	16	227.4	4.694	0.0004594	6.277e-06	0.005361	2.626e-06	9.929e-06	8.5664934e-08	2.28389e-06	3.2766e-05	0.0001991598	0	8.112e-05	2.398e-05	0.0004904	0	0	0.1717
CONSENTRATIONS	17	227.2	4.694	0.0004589	6.295e-06	0.005357	2.633e-06	9.92e-06	9.6525527e-08	2.57382e-06	3.2734e-05	0.0002244233	0	9.132e-05	2.699e-05	0.0004929	0	0	0.1715
CONSENTRATIONS	18	227.0	4.695	0.0004584	6.314e-06	0.005351	2.642e-06	9.91e-06	1.08406171e-07	2.8914e-06	3.2702e-05	0.0002521486	0	0.0001025	3.028e-05	0.0004957	0	0	0.1713
CONSENTRATIONS	19	226.7	4.695	0.0004579	6.334e-06	0.005345	2.651e-06	9.899e-06	1.21506868e-07	3.24058e-06	3.2669e-05	0.000282526	0	0.0001147	3.39e-05	0.0004988	0	0	0.1711
CONSENTRATIONS	20	226.4	4.696	0.0004573	6.357e-06	0.005339	2.662e-06	9.887e-06	1.35907621e-07	3.62373e-06	3.2624e-05	0.0003159953	0	0.0001281	3.785e-05	0.0005021	0	0	0.1709
CONSENTRATIONS	21	226.2	4.697	0.0004567	6.381e-06	0.005332	2.673e-06	9.874e-06	1.51708435e-07	4.04401e-06	3.2588e-05	0.0003526368	0	0.0001428	4.217e-05	0.0005058	0	0	0.1707
CONSENTRATIONS	22	225.8	4.697	0.000456	6.408e-06	0.005324	2.685e-06	9.859e-06	1.68909312e-07	4.50458e-06	3.254e-05	0.0003928204	0	0.0001588	4.69e-05	0.0005098	0	0	0.1704
CONSENTRATIONS	23	225.5	4.698	0.0004552	6.437e-06	0.005315	2.699e-06	9.843e-06	1.8791026e-07	5.01018e-06	3.248e-05	0.0004368862	0	0.0001763	5.206e-05	0.0005143	0	0	0.1702
CONSENTRATIONS	24	225.1	4.699	0.0004544	6.468e-06	0.005306	2.713e-06	9.826e-06	2.0871127e-07	5.56476e-06	3.2429e-05	0.0004851644	0	0.0001954	5.769e-05	0.0005191	0	0	0.1699
CONSENTRATIONS	25	224.7	4.699	0.0004534	6.501e-06	0.005296	2.73e-06	9.807e-06	2.3151236e-07	6.17148e-06	3.2365e-05	0.0005382347	0	0.0002163	6.384e-05	0.0005244	0	0	0.1695
CONSENTRATIONS	26	224.2	4.7	0.0004524	6.537e-06	0.005285	2.747e-06	9.786e-06	2.5641352e-07	6.83745e-06	3.2299e-05	0.0005962273	0	0.000239	7.054e-05	0.0005302	0	0	0.1692
CONSENTRATIONS	27	223.7	4.701	0.0004513	6.576e-06	0.005272	2.766e-06	9.764e-06	2.8381475e-07	7.56583e-06	3.2221e-05	0.0006597921	0	0.0002638	7.783e-05	0.0005366	0	0	0.1688
CONSENTRATIONS	28	223.1	4.702	0.0004501	6.618e-06	0.005259	2.787e-06	9.739e-06	3.1371607e-07	8.3661e-06	3.214e-05	0.0007292989	0	0.0002907	8.576e-05	0.0005436	0	0	0.1683
CONSENTRATIONS	29	222.5	4.703	0.0004488	6.662e-06	0.005244	2.809e-06	9.711e-06	3.4641746e-07	9.2351e-06	3.2046e-05	0.0008054876	0	0.00032	9.437e-05	0.0005512	0	0	0.1679
CONSENTRATIONS	30	221.8	4.703	0.0004474	6.709e-06	0.005228	2.834e-06	9.682e-06	3.8221893e-07	1.0191e-05	3.195e-05	0.000888598	0	0.0003517	0.0001037	0.0005596	0	0	0.1673
CONSENTRATIONS	31	221.1	4.704	0.0004458	6.76e-06	0.00521	2.86e-06	9.649e-06	4.2132048e-07	1.12338e-05	3.184e-05	0.0009794898	0	0.0003861	0.0001138	0.0005687	0	0	0.1668
CONSENTRATIONS	32	220.3	4.705	0.000444	6.813e-06	0.005191	2.889e-06	9.613e-06	4.6402211e-07	1.23714e-05	3.1726e-05	0.0010789827	0	0.0004234	0.0001248	0.0005787	0	0	0.1661
CONSENTRATIONS	33	219.4	4.706	0.0004422	6.869e-06	0.00517	2.92e-06	9.574e-06	5.107238e-07	1.36196e-05	3.1599e-05	0.0011874662	0	0.0004636	0.0001366	0.0005896	0	0	0.1655
CONSENTRATIONS	34	218.5	4.706	0.0004401	6.928e-06	0.005147	2.953e-06	9.532e-06	5.6152557e-07	1.49705e-05	3.1458e-05	0.0013056298	0	0.0005069	0.0001493	0.0006014	0	0	0.1647
CONSENTRATIONS	35	217.4	4.707	0.0004379	6.989e-06	0.005122	2.988e-06	9.486e-06	6.1702739e-07	1.64478e-05	3.1304e-05	0.001434653	0	0.0005535	0.000163	0.0006144	0	0	0.1639
CONSENTRATIONS	36	216.3	4.708	0.0004355	7.053e-06	0.005095	3.026e-06	9.436e-06	6.7742927e-07	1.80594e-05	3.1135e-05	0.001574835	0	0.0006034	0.0001776	0.0006285	0	0	0.163
CONSENTRATIONS	37	215.0	4.708	0.0004328	7.119e-06	0.005066	3.067e-06	9.381e-06	7.430312e-07	1.98132e-05	3.0952e-05	0.001727585	0	0.0006568	0.0001933	0.0006438	0	0	0.1621
CONSENTRATIONS	38	213.7	4.708	0.00043	7.186e-06	0.005034	3.11e-06	9.321e-06	8.1443315e-07	2.17171e-05	3.0765e-05	0.001893533	0	0.0007138	0.00021	0.0006605	0	0	0.1611
CONSENTRATIONS	39	212.2	4.708	0.0004269	7.253e-06	0.004999	3.155e-06	9.257e-06	8.9183513e-07	2.3779e-05	3.0543e-05	0.002073577	0	0.0007743	0.0002277	0.0006785	0	0	0.1599
CONSENTRATIONS	40	210.7	4.708	0.0004235	7.321e-06	0.004961	3.202e-06	9.187e-06	9.7583712e-07	2.60147e-05	3.0318e-05	0.002269217	0	0.0008383	0.0002465	0.0006982	0	0	0.1587
CONSENTRATIONS	41	209.0	4.707	0.0004199	7.388e-06	0.00492	3.251e-06	9.111e-06	1.06703909e-06	2.844e-05	3.0069e-05	0.002480052	0	0.0009058	0.0002663	0.0007194	0	0	0.1574
CONSENTRATIONS	42	207.1	4.707	0.000416	7.452e-06	0.004876	3.302e-06	9.029e-06	1.16504105e-06	3.10628e-05	2.9797e-05	0.00270898	0	0.0009766	0.000287	0.0007423	0	0	0.156
CONSENTRATIONS	43	205.1	4.705	0.0004118	7.513e-06	0.004828	3.354e-06	8.941e-06	1.27104296e-06	3.3891e-05	2.9501e-05	0.002955202	0	0.00105	0.0003086	0.000767	0	0	0.1544
CONSENTRATIONS	44	203.0	4.704	0.0004073	7.568e-06	0.004777	3.407e-06	8.845e-06	1.38504481e-06	3.69404e-05	2.9193e-05	0.003221616	0	0.001127	0.000331	0.0007936	0	0	0.1528
CONSENTRATIONS	45	200.6	4.701	0.0004024	7.617e-06	0.004721	3.46e-06	8.743e-06	1.50804658e-06	4.02189e-05	2.8854e-05	0.003507321	0	0.001206	0.000354	0.000822	0	0	0.151
CONSENTRATIONS	46	198.2	4.699	0.0003972	7.656e-06	0.004662	3.511e-06	8.633e-06	1.64004825e-06	4.37423e-05	2.8493e-05	0.003814217	0	0.001287	0.0003776	0.0008525	0	0	0.1491
CONSENTRATIONS	47	195.5	4.695	0.0003917	7.685e-06	0.004598	3.562e-06	8.515e-06	1.7820498e-06	4.75106e-05	2.81023e-05	0.004142704	0	0.001369	0.0004014	0.0008849	0	0	0.1471
CONSENTRATIONS	48	192.7	4.691	0.0003857	7.699e-06	0.00453	3.609e-06	8.389e-06	1.93305122e-06	5.15396e-05	2.76822e-05	0.004494782	0	0.001452	0.0004254	0.0009193	0	0	0.1449
CONSENTRATIONS	49	189.6	4.687	0.0003794	7.698e-06	0.004458	3.653e-06	8.255e-06	2.09405248e-06	5.58451e-05	2.7244e-05	0.00486985	0	0.001534	0.0004492	0.0009556	0	0	0.1425
CONSENTRATIONS	50	186.6	4.682	0.0003732	7.68e-06	0.004385	3.69e-06	8.121e-06	2.25505352e-06	6.01348e-05	2.67937e-05	0.005244012	0	0.001611	0.0004711	0.0009915	0	0	0.1402
CONSENTRATIONS	51	183.7	4.676	0.0003671	7.648e-06	0.004315	3.719e-06	7.991e-06	2.41105432e-06	6.42823e-05	2.63728e-05	0.005605871	0	0.001679	0.0004907	0.001026	0	0	0.138
CONSENTRATIONS	52	180.8	4.671	0.0003613	7.603e-06	0.004247	3.741e-06	7.865e-06	2.56205493e-06	6.83034e-05	2.59502e-05	0.005955527	0	0.00174	0.000508	0.001058	0	0	0.1358
CONSENTRATIONS	53	178.1	4.666	0.0003556	7.548e-06	0.004181	3.757e-06	7.743e-06	2.70805537e-06	7.2206e-05	2.5555e-05	0.006295682	0	0.001795	0.0005235	0.00109	0	0	0.1337
CONSENTRATIONS	54	175.4	4.66	0.0003501	7.484e-06	0.004118	3.768e-06	7.625e-06	2.85005568e-06	7.59822e-05	2.51662e-05	0.006626337	0	0.001845	0.0005371	0.001119	0	0	0.1316
CONSENTRATIONS	55	172.8	4.655	0.0003448	7.413e-06	0.004056	3.775e-06	7.511e-06	2.98705587e-06	7.9632e-05	2.47831e-05	0.006944993	0	0.001888	0.0005492	0.001148	0	0	0.1297
CONSENTRATIONS	56	170.3	4.649	0.0003397	7.335e-06	0.003996	3.777e-06	7.4e-06	3.12105595e-06	8.3187e-05	2.44149e-05	0.0072546494	0	0.001927	0.0005597	0.001175	0	0	0.1277
CONSENTRATIONS	57	167.8	4.644	0.0003347	7.253e-06	0.003937	3.775e-06	7.292e-06	3.25005595e-06	8.6663e-05	2.40611e-05	0.007556607	0	0.001962	0.000569	0.001201	0	0	0.1259
CONSENTRATIONS	58	165.5	4.639	0.0003299	7.167e-06	0.003881	3.77e-06	7.187e-06	3.37605587e-06	8.9981e-05	2.37211e-05	0.0078490659	0	0.001993	0.000577	0.001225	0	0	0.1241
CONSENTRATIONS	59	163.2	4.634	0.0003252	7.077e-06	0.003826	3.763e-06	7.085e-06	3.49805572e-06	9.3299e-05	2.33844e-05	0.0081322262	0	0.00202	0.000584	0.001249	0	0	0.1223
CONSENTRATIONS	60	160.9	4.629	0.0003207	6.986e-06	0.003772	3.753e-06	6.986e-06	3.61705551e-06	9.6459e-05	2.30506e-05	0.0084090881	0	0.002044	0.00059	0.001271	0	0	0.1206
CONSENTRATIONS	61	158.7	4.624	0.0003162	6.892e-06	0.00372	3.74e-06	6.89e-06	3.73205525e-06	9.954e-05	2.27395e-05	0.0086779516	0	0.002066	0.0005951	0.001292	0	0	0.1189
CONSENTRATIONS	62	156.6	4.62	0.0003119	6.798e-06	0.00367	3.726e-06	6.796e-06	3.84505494e-06	0.000102542	2.24306e-05	0.0089388167	0	0.002084	0.0005994	0.001313	0	0	0.1173
CONSENTRATIONS	63	154.6	4.615	0.0003078	6.703e-06	0.003621	3.71e-06	6.705e-06	3.95405459e-06	0.000105465	2.21237e-05	0.0091928834	0	0.0021	0.000603	0.001332	0	0	0.1157
CONSENTRATIONS	64	152.6	4.611	0.0003037	6.608e-06	0.003573	3.693e-06	6.616e-06	4.06105421e-06	0.00010823	2.18386e-05	0.0094402517	0	0.002114	0.000606	0.001351	0	0	0.1142
CONSENTRATIONS	65	150.6	4.607	0.0002997	6.513e-06	0.003526	3.675e-06	6.53e-06	4.16405379e-06	0.000110995	2.1545e-05	0.0096819215	0	0.002127	0.0006084	0.001368	0	0	0.1127
CONSENTRATIONS	66	148.7	4.603	0.0002959	6.418e-06	0.003481	3.655e-06	6.446e-06	4.26505335e-06	0.00011376	2.12728e-05	0.0099168927	0	0.002137	0.0006102	0.001385	0	0	0.1113
CONSENTRATIONS	67	146.8	4.599	0.0002921	6.324e-06	0.003436	3.634e-06	6.364e-06	4.36405289e-06	0.000116367	2.10019e-05	0.0101454654	0	0.002146	0.0006116	0.001402	0	0	0.1099
CONSENTRATIONS	68	145.0	4.595	0.0002885	6.231e-06	0.003393	3.613e-06	6.284e-06	4.4600524e-06	0.000118895	2.0732e-05	0.0103686395	0	0.002153	0.0006126	0.001417	0	0	0.1085
CONSENTRATIONS	69	143.3	4.592	0.0002849	6.14e-06	0.003351	3.591e-06	6.206e-06	4.55305189e-06	0.000121423	2.04831e-05	0.0105863149	0	0.002159	0.0006132	0.001432	0	0	0.1071
CONSENTRATIONS	70	141.5	4.589	0.0002814	6.049e-06	0.00331	3.568e-06	6.13e-06	4.64405137e-06	0.000123872	2.022504e-05	0.0107985915	0	0.002164	0.0006134	0.001447	0	0	0.1058
CONSENTRATIONS	71	139.8	4.586	0.000278	5.96e-06	0.00327	3.545e-06	6.055e-06	4.73405083e-06	0.000126242	1.997775e-05	0.0110056693	0	0.002168	0.0006134	0.00146	0	0	0.1045
CONSENTRATIONS	72	138.2	4.583	0.0002747	5.872e-06	0.003231	3.522e-06	5.983e-06	4.82105029e-06	0.000128533	1.974114e-05	0.0112073483	0	0.002171	0.000613	0.001473	0	0	0.1033
CONSENTRATIONS	73	136.6	4.58	0.0002715	5.786e-06	0.003193	3.498e-06	5.912e-06	4.90504973e-06	0.000130824	1.950514e-05	0.0114049283	0	0.002173	0.0006125	0.001486	0	0	0.1021
CONSENTRATIONS	74	135.0	4.577	0.0002683	5.701e-06	0.003155	3.474e-06	5.843e-06	4.98804916e-06	0.000133036	1.927968e-05	0.0115972094	0	0.002174	0.0006117	0.001498	0	0	0.1009
CONSENTRATIONS	75	133.5	4.575	0.0002653	5.619e-06	0.003119	3.449e-06	5.776e-06	5.06904859e-06	0.000135169	1.905471e-05	0.0117863914	0	0.002175	0.0006107	0.00151	0	0	0.09971
CONSENTRATIONS	76	132.0	4.573	0.0002622	5.537e-06	0.003083	3.425e-06	5.71e-06	5.14804801e-06	0.000137302	1.884018e-05	0.0119703744	0	0.002175	0.0006095	0.001521	0	0	0.09857
CONSENTRATIONS	77	130.5	4.571	0.0002593	5.458e-06	0.003048	3.4e-06	5.645e-06	5.22604743e-06	0.000139356	1.862604e-05	0.0121502582	0	0.002174	0.0006082	0.001532	0	0	0.09746
CONSENTRATIONS	78	129.1	4.569	0.0002564	5.38e-06	0.003014	3.376e-06	5.582e-06	5.30104684e-06	0.000141331	1.842225e-05	0.0123260428	0	0.002173	0.0006068	0.001542	0	0	0.09637
CONSENTRATIONS	79	127.7	4.567	0.0002536	5.304e-06	0.002981	3.351e-06	5.52e-06	5.37504625e-06	0.000143306	1.821879e-05	0.0124977282	0	0.002171	0.0006052	0.001552	0	0	0.09531
CONSENTRATIONS	80	126.4	4.565	0.0002509	5.23e-06	0.002949	3.326e-06	5.46e-06	5.44804566e-06	0.000145281	1.801561e-05	0.0126664144	0	0.002169	0.0006036	0.001562	0	0	0.09427
CONSENTRATIONS	81	125.0	4.564	0.0002482	5.157e-06	0.002917	3.302e-06	5.401e-06	5.51904507e-06	0.000147177	1.782269e-05	0.0128310012	0	0.002167	0.0006018	0.001571	0	0	0.09325
CONSENTRATIONS	82	123.7	4.563	0.0002455	5.086e-06	0.002885	3.277e-06	5.343e-06	5.58804448e-06	0.000148994	1.763e-05	0.0129935887	0	0.002164	0.0006	0.00158	0	0	0.09226
CONSENTRATIONS	83	122.4	4.561	0.0002429	5.017e-06	0.002855	3.253e-06	5.287e-06	5.6560439e-06	0.000150811	1.744753e-05	0.0131460769	0	0.002161	0.0005981	0.001589	0	0	0.09128
CONSENTRATIONS	84	121.2	4.56	0.0002404	4.949e-06	0.002825	3.228e-06	5.232e-06	5.72204331e-06	0.000152549	1.726525e-05	0.0133075656	0	0.002157	0.0005961	0.001598	0	0	0.09033
CONSENTRATIONS	85	119.9	4.559	0.0002379	4.883e-06	0.002796	3.204e-06	5.178e-06	5.78704273e-06	0.000154287	1.708315e-05	0.0134500548	0	0.002154	0.0005941	0.001606	0	0	0.08939
CONSENTRATIONS	86	118.7	4.559	0.0002355	4.818e-06	0.002767	3.18e-06	5.124e-06	5.85104215e-06	0.000156025	1.691121e-05	0.0136015446	0	0.00215	0.000592	0.001614	0	0	0.08848
CONSENTRATIONS	87	117.6	4.558	0.0002331	4.755e-06	0.002739	3.156e-06	5.072e-06	5.91304157e-06	0.000157684	1.673941e-05	0.0137431349	0	0.002146	0.0005899	0.001621	0	0	0.08758
CONSENTRATIONS	88	116.4	4.557	0.0002308	4.694e-06	0.002712	3.132e-06	5.022e-06	5.974041e-06	0.000159264	1.656775e-05	0.0138946257	0	0.002142	0.0005878	0.001629	0	0	0.0867
CONSENTRATIONS	89	115.3	4.557	0.0002285	4.634e-06	0.002685	3.109e-06	4.972e-06	6.03404043e-06	0.000160923	1.64062e-05	0.0140253169	0	0.002137	0.0005857	0.001636	0	0	0.08584
CONSENTRATIONS	90	114.2	4.557	0.0002263	4.575e-06	0.002658	3.085e-06	4.923e-06	6.09303986e-06	0.000162424	1.624477e-05	0.0141668085	0	0.002133	0.0005835	0.001643	0	0	0.085
CONSENTRATIONS	91	113.1	4.556	0.0002241	4.518e-06	0.002632	3.062e-06	4.875e-06	6.1500393e-06	0.000164004	1.608344e-05	0.0142974005	0	0.002128	0.0005813	0.00165	0	0	0.08417
CONSENTRATIONS	92	112.0	4.556	0.000222	4.463e-06	0.002607	3.039e-06	4.828e-06	6.20703875e-06	0.000165505	1.59322e-05	0.0144290929	0	0.002124	0.0005791	0.001656	0	0	0.08336
CONSENTRATIONS	93	110.9	4.556	0.0002198	4.408e-06	0.002582	3.016e-06	4.781e-06	6.2620382e-06	0.000167006	1.578104e-05	0.0145598857	0	0.002119	0.000577	0.001663	0	0	0.08256
CONSENTRATIONS	94	109.9	4.556	0.0002178	4.355e-06	0.002558	2.993e-06	4.736e-06	6.31703766e-06	0.000168428	1.562997e-05	0.0146906787	0	0.002114	0.0005748	0.001669	0	0	0.08178
CONSENTRATIONS	95	108.9	4.557	0.0002157	4.303e-06	0.002534	2.971e-06	4.692e-06	6.37003712e-06	0.00016985	1.547896e-05	0.0148114222	0	0.002109	0.0005726	0.001675	0	0	0.08101
CONSENTRATIONS	96	107.9	4.557	0.0002137	4.253e-06	0.00251	2.949e-06	4.648e-06	6.42203659e-06	0.000171272	1.533802e-05	0.0149322559	0	0.002104	0.0005704	0.001681	0	0	0.08026
CONSENTRATIONS	97	106.9	4.557	0.0002118	4.203e-06	0.002487	2.927e-06	4.605e-06	6.47403607e-06	0.000172615	1.519715e-05	0.0150531398	0	0.002099	0.0005682	0.001687	0	0	0.07952
CONSENTRATIONS	98	106.0	4.558	0.0002099	4.155e-06	0.002464	2.905e-06	4.563e-06	6.52403555e-06	0.000173958	1.505633e-05	0.0151641541	0	0.002094	0.0005661	0.001692	0	0	0.0788
CONSENTRATIONS	99	105.1	4.558	0.000208	4.108e-06	0.002442	2.884e-06	4.522e-06	6.57403504e-06	0.000175301	1.492556e-05	0.0152851186	0	0.002089	0.0005639	0.001698	0	0	0.07809
CONSENTRATIONS	100	104.1	4.559	0.0002061	4.062e-06	0.00242	2.862e-06	4.481e-06	6.62203454e-06	0.000176565	1.478484e-05	0.0153962234	0	0.002084	0.0005618	0.001703	0	0	0.07739
CONSENTRATIONS	101	103.2	4.56	0.0002043	4.018e-06	0.002398	2.841e-06	4.442e-06	6.67003404e-06	0.000177829	1.465416e-05	0.0155072784	0	0.002079	0.0005596	0.001708	0	0	0.0767
CONSENTRATIONS	102	102.3	4.56	0.0002025	3.974e-06	0.002377	2.821e-06	4.403e-06	6.71703355e-06	0.000179093	1.452352e-05	0.0156184636	0	0.002074	0.0005575	0.001713	0	0	0.07603
CONSENTRATIONS	103	101.5	4.561	0.0002007	3.931e-06	0.002357	2.8e-06	4.364e-06	6.76303307e-06	0.000180357	1.440293e-05	0.015719689	0	0.002069	0.0005554	0.001718	0	0	0.07536
CONSENTRATIONS	104	100.6	4.562	0.000199	3.889e-06	0.002336	2.78e-06	4.326e-06	6.80803259e-06	0.000181542	1.427236e-05	0.0158310546	0	0.002064	0.0005534	0.001723	0	0	0.07471
CONSENTRATIONS	105	99.8	4.563	0.0001973	3.849e-06	0.002316	2.759e-06	4.289e-06	6.85303212e-06	0.000182727	1.415184e-05	0.0159323604	0	0.002059	0.0005513	0.001728	0	0	0.07407
CONSENTRATIONS	106	98.9	4.564	0.0001956	3.809e-06	0.002296	2.74e-06	4.253e-06	6.89703166e-06	0.000183912	1.403134e-05	0.0160338064	0	0.002054	0.0005493	0.001732	0	0	0.07344
CONSENTRATIONS	0	229.0	4.69	0.0004629	6.134e-06	0.0054	2.563e-06	1e-05	9.9996036e-15	7.9e-15	3.3003e-05	1.00003e-14	0	4.103e-15	1.214e-15	0.0004703	0	0	0.1729
CONSENTRATIONS	1	220.3	4.705	0.0004442	6.81e-06	0.005192	2.887e-06	9.615e-06	4.6152201e-07	1.23082e-05	3.1729e-05	0.0010730397	0	0.0004212	0.0001241	0.0005781	0	0	0.1662
CONSENTRATIONS	2	211.5	4.708	0.0004254	7.285e-06	0.004982	3.176e-06	9.225e-06	9.2993605e-07	2.47902e-05	3.0439e-05	0.002162096	0	0.0008035	0.0002363	0.0006874	0	0	0.1594
CONSENTRATIONS	3	202.6	4.703	0.0004066	7.576e-06	0.004769	3.415e-06	8.831e-06	1.40304507e-06	3.74065e-05	2.914e-05	0.003261917	0	0.001139	0.0003343	0.0007976	0	0	0.1525
CONSENTRATIONS	4	193.7	4.693	0.0003879	7.696e-06	0.004555	3.593e-06	8.434e-06	1.87905074e-06	5.00939e-05	2.78337e-05	0.004368691	0	0.001423	0.000417	0.000907	0	0	0.1457
CONSENTRATIONS	5	184.7	4.678	0.0003693	7.661e-06	0.00434	3.709e-06	8.037e-06	2.35505405e-06	6.27971e-05	2.65274e-05	0.005476186	0	0.001655	0.0004838	0.001013	0	0	0.1388
CONSENTRATIONS	6	175.8	4.661	0.0003509	7.494e-06	0.004126	3.767e-06	7.642e-06	2.83005564e-06	7.54608e-05	2.52127e-05	0.006579544	0	0.001838	0.0005353	0.001115	0	0	0.1319
CONSENTRATIONS	7	166.9	4.642	0.0003328	7.219e-06	0.003915	3.774e-06	7.249e-06	3.30105592e-06	8.8006e-05	2.39186e-05	0.0076754903	0	0.001975	0.0005724	0.001211	0	0	0.1251
CONSENTRATIONS	8	158.1	4.623	0.0003149	6.864e-06	0.003705	3.736e-06	6.861e-06	3.76605516e-06	0.000100409	2.26436e-05	0.008756641	0	0.002071	0.0005965	0.001299	0	0	0.1184
CONSENTRATIONS	9	149.5	4.604	0.0002975	6.457e-06	0.003499	3.663e-06	6.48e-06	4.22405354e-06	0.000112654	2.13877e-05	0.0098204044	0	0.002133	0.0006095	0.001379	0	0	0.1119
CONSENTRATIONS	10	141.0	4.588	0.0002804	6.022e-06	0.003298	3.561e-06	6.107e-06	4.67205121e-06	0.000124583	2.015275e-05	0.0108626847	0	0.002166	0.0006134	0.001451	0	0	0.1054
CONSENTRATIONS	11	132.8	4.574	0.0002638	5.578e-06	0.003101	3.437e-06	5.743e-06	5.10804831e-06	0.000136196	1.895244e-05	0.0118773829	0	0.002175	0.0006101	0.001515	0	0	0.09915
CONSENTRATIONS	12	124.8	4.564	0.0002476	5.143e-06	0.00291	3.297e-06	5.39e-06	5.53204496e-06	0.000147493	1.778214e-05	0.0128620987	0	0.002166	0.0006014	0.001573	0	0	0.09305
CONSENTRATIONS	13	117.0	4.558	0.000232	4.726e-06	0.002726	3.145e-06	5.048e-06	5.9420413e-06	0.000158395	1.665861e-05	0.0138189305	0	0.002144	0.0005889	0.001625	0	0	0.08716
CONSENTRATIONS	14	109.5	4.556	0.000217	4.335e-06	0.002548	2.985e-06	4.719e-06	6.33703746e-06	0.000168981	1.556958e-05	0.0147369762	0	0.002112	0.0005739	0.001671	0	0	0.08149
