"T"	"P"	"rho"	"logK"	"G"	"H"	"S"	"V"	"Cp"	"info"
406	50	0.9349	14.7696	-114800.1705	-166025.3922	-143.0425	16.7429	-3460.0471	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
407	50	0.934	14.7156	-114662.5429	-166976.4416	-145.366	16.6239	-3641.194	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
408	50	0.9332	14.6617	-114523.0741	-167938.6281	-147.7098	16.4898	-3832.9044	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
409	50	0.9323	14.6078	-114381.7746	-168912.7206	-150.0758	16.3394	-4035.681	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
410	50	0.9315	14.5539	-114238.6549	-169899.525	-152.4656	16.1717	-4250.0452	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
411	50	0.9306	14.5001	-114093.7253	-170899.8863	-154.8813	15.9858	-4476.5377	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
412	50	0.9297	14.4463	-113946.9961	-171914.6898	-157.3246	15.7804	-4715.7194	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
413	50	0.9288	14.3925	-113798.4777	-172944.8623	-159.7976	15.5543	-4968.1713	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
414	50	0.9279	14.3388	-113648.1804	-173991.3739	-162.3025	15.3064	-5234.4959	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
415	50	0.927	14.2851	-113496.1144	-175055.2395	-164.8414	15.0353	-5515.3172	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
416	50	0.9261	14.2315	-113342.2897	-176137.5202	-167.4165	14.7396	-5811.2815	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
417	50	0.9252	14.1779	-113186.7167	-177239.325	-170.0303	14.418	-6123.0582	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
418	50	0.9243	14.1243	-113029.4053	-178361.8125	-172.6853	14.0689	-6451.3401	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
419	50	0.9234	14.0707	-112870.3655	-179506.1926	-175.3839	13.6908	-6796.8444	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
420	50	0.9225	14.0172	-112709.6074	-180673.728	-178.129	13.2821	-7160.3132	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
421	50	0.9216	13.9638	-112547.1408	-181865.7365	-180.9231	12.841	-7542.5143	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
422	50	0.9207	13.9104	-112382.9755	-183083.5924	-183.7693	12.3659	-7944.2417	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
423	50	0.9198	13.857	-112217.1213	-184328.7286	-186.6706	11.8549	-8366.3167	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
424	50	0.9188	13.8037	-112049.5879	-185602.6384	-189.6299	11.3061	-8809.5886	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
425	50	0.9179	13.7504	-111880.385	-186906.8776	-192.6507	10.7174	-9274.9351	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
426	50	0.9169	13.6972	-111709.522	-188243.0667	-195.7361	10.0868	-9763.2637	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
427	50	0.916	13.644	-111537.0084	-189612.8926	-198.8898	9.4121	-10275.5121	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
428	50	0.9151	13.5909	-111362.8536	-191018.1113	-202.1152	8.691	-10812.6492	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
429	50	0.9141	13.5378	-111187.067	-192460.5493	-205.4161	7.9213	-11375.6748	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
430	50	0.9131	13.4848	-111009.6576	-193942.1015	-208.7965	7.1004	-11965.6145	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
431	50	0.9122	13.4318	-110830.6346	-195464.7295	-212.2602	6.2257	-12583.5277	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
432	50	0.9112	13.3788	-110650.0071	-197030.4641	-215.8113	5.2948	-13230.5098	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
433	50	0.9102	13.326	-110467.7841	-198641.4089	-219.4542	4.3049	-13907.6925	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
434	50	0.9093	13.2731	-110283.9746	-200299.743	-223.1931	3.2533	-14616.2451	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
435	50	0.9083	13.2204	-110098.5877	-202007.7239	-227.0326	2.1371	-15357.3753	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
436	50	0.9073	13.1676	-109911.6322	-203767.6902	-230.9773	0.9534	-16132.3303	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
437	50	0.9063	13.115	-109723.1173	-205582.0646	-235.032	-0.3005	-16942.3978	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
438	50	0.9053	13.0624	-109533.0518	-207453.3567	-239.2017	-1.6278	-17788.9077	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
439	50	0.9043	13.0098	-109341.4448	-209384.1664	-243.4915	-3.0313	-18673.2326	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
440	50	0.9033	12.9573	-109148.3054	-211377.1865	-247.9066	-4.5143	-19596.7898	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
441	50	0.9023	12.9049	-108953.6427	-213435.206	-252.4526	-6.0797	-20561.0422	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
442	50	0.9013	12.8525	-108757.4657	-215561.1138	-257.1351	-7.7308	-21567.4998	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
443	50	0.9003	12.8002	-108559.7839	-217757.9015	-261.9597	-9.4707	-22617.7214	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
444	50	0.8993	12.7479	-108360.6064	-220028.6669	-266.9327	-11.3026	-23713.3157	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
445	50	0.8983	12.6957	-108159.9425	-222376.6182	-272.06	-13.2299	-24855.9433	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
446	50	0.8972	12.6436	-107957.8018	-224805.077	-277.3483	-15.2559	-26047.318	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
447	50	0.8962	12.5915	-107754.1938	-227317.4821	-282.8039	-17.3839	-27289.2088	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
448	50	0.8951	12.5395	-107549.128	-229917.3942	-288.4337	-19.6173	-28583.4416	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
449	50	0.8941	12.4875	-107342.6144	-232608.4989	-294.2448	-21.9597	-29931.9007	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
450	50	0.8931	12.4357	-107134.6625	-235394.6118	-300.2444	-24.4145	-31336.5314	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
451	50	0.892	12.3838	-106925.2826	-238279.6822	-306.44	-26.9853	-32799.3414	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
452	50	0.8909	12.3321	-106714.4846	-241267.798	-312.8393	-29.6756	-34322.4032	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
453	50	0.8899	12.2804	-106502.2788	-244363.19	-319.4502	-32.4893	-35907.8564	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
454	50	0.8888	12.2288	-106288.6754	-247570.2371	-326.2811	-35.4299	-37557.9094	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
455	50	0.8877	12.1772	-106073.6852	-250893.4707	-333.3403	-38.5014	-39274.8426	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
456	50	0.8867	12.1257	-105857.3186	-254337.5806	-340.6366	-41.7075	-41061.0103	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
457	50	0.8856	12.0743	-105639.5864	-257907.4195	-348.1792	-45.0521	-42918.8434	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
458	50	0.8845	12.0229	-105420.4998	-261608.0093	-355.9772	-48.5393	-44850.8523	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
459	50	0.8834	11.9717	-105200.0696	-265444.5462	-364.0404	-52.1731	-46859.6293	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
460	50	0.8823	11.9205	-104978.3074	-269422.4071	-372.3786	-55.9576	-48947.8522	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
461	50	0.8812	11.8693	-104755.2244	-273547.1555	-381.0021	-59.8972	-51118.2868	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
462	50	0.8801	11.8183	-104530.8324	-277824.548	-389.9216	-63.996	-53373.7904	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
463	50	0.879	11.7673	-104305.1432	-282260.5412	-399.1478	-68.2586	-55717.315	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
464	50	0.8778	11.7164	-104078.1688	-286861.298	-408.6922	-72.6895	-58151.9112	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
465	50	0.8767	11.6655	-103849.9214	-291633.1954	-418.5663	-77.2931	-60680.7315	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
466	50	0.8756	11.6148	-103620.4134	-296582.8316	-428.7821	-82.0744	-63307.0342	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
467	50	0.8745	11.5641	-103389.6574	-301717.034	-439.3521	-87.0381	-66034.1877	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
468	50	0.8733	11.5135	-103157.6662	-307042.867	-450.289	-92.1893	-68865.6747	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
469	50	0.8722	11.463	-102924.4528	-312567.6408	-461.606	-97.5329	-71805.0965	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
470	50	0.871	11.4125	-102690.0304	-318298.9198	-473.3169	-103.0744	-74856.1775	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
471	50	0.8699	11.3622	-102454.4125	-324244.5319	-485.4356	-108.819	-78022.7707	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
472	50	0.8687	11.3119	-102217.6125	-330412.578	-497.9767	-114.7724	-81308.8622	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
473	50	0.8675	11.2617	-101979.6445	-336811.4417	-510.9553	-120.9402	-84718.5769	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
474	50	0.8664	11.2116	-101740.5225	-343449.8003	-524.3868	-127.3284	-88256.1842	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
475	50	0.8652	11.1616	-101500.2608	-350336.6346	-538.2872	-133.9431	-91926.1036	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
476	50	0.864	11.1116	-101258.8738	-357481.2409	-552.6731	-140.7905	-95732.9116	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
477	50	0.8628	11.0618	-101016.3763	-364893.2426	-567.5617	-147.8771	-99681.3475	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
478	50	0.8616	11.012	-100772.7834	-372582.6022	-582.9704	-155.2097	-103776.3208	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
479	50	0.8604	10.9623	-100528.1101	-380559.6346	-598.9177	-162.7952	-108022.9183	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
480	50	0.8592	10.9128	-100282.3719	-388835.02	-615.4223	-170.6408	-112426.4116	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
481	50	0.858	10.8633	-100035.5844	-397419.8183	-632.5037	-178.7541	-116992.2655	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
482	50	0.8567	10.8139	-99787.7636	-406325.4837	-650.1821	-187.1426	-121726.1462	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
483	50	0.8555	10.7646	-99538.9255	-415563.8799	-668.4783	-195.8145	-126633.9301	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
484	50	0.8543	10.7154	-99289.0864	-425147.2964	-687.4137	-204.7782	-131721.7136	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
485	50	0.853	10.6663	-99038.2629	-435088.4652	-707.0108	-214.0422	-136995.8225	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
486	50	0.8518	10.6173	-98786.4719	-445400.5786	-727.2925	-223.6156	-142462.8228	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
487	50	0.8505	10.5683	-98533.7302	-456097.3077	-748.2826	-233.5079	-148129.5318	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
488	50	0.8493	10.5195	-98280.0552	-467192.8215	-770.0058	-243.7287	-154003.0293	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
489	50	0.848	10.4708	-98025.4643	-478701.8079	-792.4875	-254.2883	-160090.6703	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
490	50	0.8468	10.4222	-97769.9752	-490639.4945	-815.7542	-265.1973	-166400.0977	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
491	50	0.8455	10.3737	-97513.6058	-503021.6714	-839.8332	-276.4669	-172939.2563	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
492	50	0.8442	10.3253	-97256.3741	-515864.7148	-864.7528	-288.1084	-179716.4069	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
493	50	0.8429	10.277	-96998.2986	-529185.6117	-890.5423	-300.1342	-186740.1421	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
494	50	0.8416	10.2289	-96739.3977	-543001.9863	-917.2321	-312.5568	-194019.4021	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
495	50	0.8403	10.1808	-96479.6901	-557332.1269	-944.8535	-325.3894	-201563.4922	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
496	50	0.839	10.1328	-96219.1949	-572195.0154	-973.4392	-338.6458	-209382.1008	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
497	50	0.8377	10.085	-95957.931	-587610.3577	-1003.0231	-352.3406	-217485.319	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
498	50	0.8363	10.0373	-95695.9177	-603598.6152	-1033.64	-366.4888	-225883.6606	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
499	50	0.835	9.9896	-95433.1746	-620181.0396	-1065.3265	-381.1064	-234588.0841	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
500	50	0.8336	9.9421	-95169.7213	-637379.7076	-1098.1201	-396.2101	-243610.0158	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
501	50	0.8323	9.8948	-94905.5775	-655217.5592	-1132.0599	-411.8173	-252961.3739	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
502	50	0.8309	9.8475	-94640.7633	-673718.4374	-1167.1867	-427.9464	-262654.5948	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
503	50	0.8296	9.8003	-94375.2985	-692907.1299	-1203.5425	-444.6165	-272702.6608	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
504	50	0.8282	9.7533	-94109.2036	-712809.4136	-1241.1711	-461.8481	-283119.1292	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
505	50	0.8268	9.7064	-93842.4988	-733452.1017	-1280.1181	-479.6622	-293918.1636	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
506	50	0.8254	9.6596	-93575.2045	-754863.0933	-1320.4307	-498.0814	-305114.5674	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
507	50	0.824	9.613	-93307.3412	-777071.4255	-1362.158	-517.1291	-316723.8191	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
508	50	0.8226	9.5665	-93038.9296	-800107.3298	-1405.3513	-536.83	-328762.1103	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
509	50	0.8212	9.5201	-92769.9902	-824002.2906	-1450.0635	-557.2104	-341246.3858	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
510	50	0.8198	9.4738	-92500.5438	-848789.1078	-1496.3502	-578.2976	-354194.3868	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
511	50	0.8184	9.4277	-92230.6111	-874501.9632	-1544.2689	-600.1206	-367624.6969	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
512	50	0.8169	9.3817	-91960.2127	-901176.4912	-1593.8795	-622.71	-381556.7912	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
513	50	0.8155	9.3358	-91689.3694	-928849.8529	-1645.2447	-646.0979	-396011.089	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
514	50	0.814	9.2901	-91418.1019	-957560.8166	-1698.4295	-670.3185	-411009.0098	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
515	50	0.8126	9.2445	-91146.4307	-987349.8414	-1753.5019	-695.4075	-426573.0338	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
516	50	0.8111	9.199	-90874.3763	-1018259.168	-1810.5326	-721.4029	-442726.7664	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
517	50	0.8096	9.1537	-90601.9592	-1050332.914	-1869.5957	-748.3449	-459495.0074	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
518	50	0.8081	9.1086	-90329.1995	-1083617.1765	-1930.7684	-776.2758	-476903.8251	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
519	50	0.8066	9.0635	-90056.1172	-1118160.1404	-1994.1312	-805.2405	-494980.6366	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
520	50	0.8051	9.0186	-89782.7324	-1154012.1954	-2059.7683	-835.2864	-513754.2933	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
521	50	0.8036	8.9739	-89509.0645	-1191226.0594	-2127.7678	-866.4638	-533255.1731	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
522	50	0.802	8.9293	-89235.1328	-1229856.9114	-2198.2219	-898.826	-553515.2798	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
523	50	0.8005	8.8848	-88960.9564	-1269962.5335	-2271.2268	-932.4295	-574568.3503	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
524	50	0.7989	8.8405	-88686.5539	-1311603.4626	-2346.8835	-967.334	-596449.9699	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
525	50	0.7974	8.7964	-88411.9434	-1354843.1526	-2425.2976	-1003.6032	-619197.697	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
526	50	0.7958	8.7523	-88137.1423	-1399748.3	-2506.5802	-1041.3048	-642851.29	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
527	50	0.7942	8.7085	-87862.1688	-1446388.4222	-2590.8469	-1080.5098	-667452.4796	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
528	50	0.7926	8.6648	-87587.0391	-1494836.9779	-2678.2197	-1121.2946	-693045.6905	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
529	50	0.791	8.6212	-87311.7691	-1545170.9657	-2768.8265	-1163.7402	-719677.8337	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
530	50	0.7894	8.5778	-87036.3743	-1597471.3114	-2862.8019	-1207.9326	-747398.5862	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
531	50	0.7878	8.5345	-86760.8692	-1651823.1176	-2960.2868	-1253.9637	-776260.5921	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
532	50	0.7861	8.4914	-86485.2677	-1708315.9333	-3061.4299	-1301.9309	-806319.6806	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
533	50	0.7845	8.4485	-86209.5825	-1767044.0437	-3166.3874	-1351.9383	-837635.1036	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
534	50	0.7828	8.4057	-85933.8256	-1828106.7843	-3275.324	-1404.0968	-870269.7938	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
535	50	0.7811	8.3631	-85658.0078	-1891608.8794	-3388.4129	-1458.525	-904290.6467	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
536	50	0.7794	8.3206	-85382.1387	-1957660.8086	-3505.8372	-1515.3491	-939768.8278	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
537	50	0.7777	8.2782	-85106.2268	-2026379.2406	-3627.7897	-1574.7044	-976780.1317	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
538	50	0.0253	38.9013	-400678.3521	-848610634.2605	-1576611.1635	-91399441.8461	1403285857.2522	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
539	50	0.0251	40.5026	-417946.8502	-824707478.5386	-1529306.8307	-89512476.6579	1364979476.6727	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
540	50	0.025	42.068	-434905.422	-801791292.4703	-1484005.9946	-87684585.1348	1328156634.8147	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
541	50	0.0249	43.5984	-451561.2722	-779807677.4628	-1440596.9801	-85913134.9882	1292742423.5706	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
542	50	0.0248	45.0946	-467921.3716	-758706068.7111	-1398976.0099	-84195656.3241	1258666711.553	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
543	50	0.0247	46.5575	-483992.4682	-738439401.5533	-1359046.5177	-82529828.4016	1225863767.4457	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
544	50	0.0246	47.9879	-499781.0978	-718963812.5578	-1320718.5322	-80913467.7339	1194271919.2918	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
545	50	0.0245	49.3866	-515293.5942	-700238371.1345	-1283908.124	-79344517.3729	1163833245.6695	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
546	50	0.0244	50.7544	-530536.0975	-682224838.0412	-1248536.9084	-77821037.2357	1134493295.2269	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
547	50	0.0243	52.0919	-545514.5635	-664887447.647	-1214531.5962	-76341195.3533	1106200831.5017	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
548	50	0.0242	53.3999	-560234.7711	-648192711.2314	-1181823.5885	-74903259.9368	1078907600.3342	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
549	50	0.0241	54.6791	-574702.3301	-632109238.9537	-1150348.6096	-73505592.17	1052568117.5124	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
550	50	0.024	55.9302	-588922.6881	-616607578.4272	-1120046.3742	-72146639.6481	1027139474.5738	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
551	50	0.0239	57.1539	-602901.1374	-601660068.0968	-1090860.2849	-70824930.395	1002581160.9335	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
552	50	0.0238	58.3506	-616642.8213	-587240703.8374	-1062737.1577	-69539067.3969	978854900.7208	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
553	50	0.0237	59.5212	-630152.7397	-573325017.3865	-1035626.9705	-68287723.5982	955924502.8926	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
554	50	0.0236	60.6662	-643435.7552	-559889965.3866	-1009482.6348	-67069637.3151	933755723.3518	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
555	50	0.0235	61.7861	-656496.5979	-546913827.9617	-984259.7863	-65883608.0224	912316137.9398	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
556	50	0.0234	62.8815	-669339.8711	-534376115.8712	-959916.5936	-64728492.4781	891575025.2941	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
557	50	0.0233	63.953	-681970.0557	-522257485.3989	-936413.5824	-63603201.1542	871503258.673	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
558	50	0.0233	65.0012	-694391.5151	-510539660.2255	-913713.4745	-62506694.9422	852073205.9387	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
559	50	0.0232	66.0265	-706608.4992	-499205359.6174	-891781.0396	-61437982.1096	833258636.979	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
560	50	0.0231	67.0294	-718625.149	-488238232.3387	-870582.9593	-60396115.4837	815034637.9182	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
561	50	0.023	68.0105	-730445.5003	-477622795.7523	-850087.7011	-59380189.8418	797377531.5333	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
562	50	0.0229	68.9702	-742073.4879	-467344379.6395	-830265.4025	-58389339.4898	780264803.3501	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
563	50	0.0228	69.909	-753512.9489	-457389074.309	-811087.7645	-57422736.0122	763675032.9451	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
564	50	0.0228	70.8274	-764767.6266	-447743682.6154	-792527.9522	-56479586.1797	747587830.0232	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
565	50	0.0227	71.7258	-775841.1736	-438395675.5443	-774560.5034	-55559129.9992	731983774.8834	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
566	50	0.0226	72.6046	-786737.1553	-429333151.0543	-757161.2437	-54660638.8958	716844362.9206	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
567	50	0.0225	73.4643	-797459.0529	-420544795.8974	-740307.2079	-53783414.0154	702151952.8426	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
568	50	0.0224	74.3053	-808010.2769	-412019844.8616	-723976.5574	-52926784.6699	687889715.4975	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
569	50	0.0224	75.1279	-818394.1281	-403748069.5968	-708148.551	-52090106.7202	674041600.2693	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
570	50	0.0223	75.9326	-828613.8648	-395719714.4255	-692803.4221	-51272761.3847	660592274.8896	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
571	50	0.0222	76.7198	-838672.6613	-387925490.7493	-677922.361	-50474153.7985	647527098.1662	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
572	50	0.0222	77.4898	-848573.6226	-380356544.5401	-663487.4492	-49693711.8208	634832079.7267	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
573	50	0.0221	78.243	-858319.7864	-373004431.5127	-649481.6087	-48930884.8828	622493845.2506	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
574	50	0.022	78.9798	-867914.1261	-365861093.9414	-635888.5538	-48185142.9017	610499603.8444	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
575	50	0.0219	79.7005	-877359.5531	-358918838.9915	-622692.7469	-47455975.2587	598837117.4073	"4Fe2++O2(aq)+10H2O->4Fe(OH)3+8H+"
