"T"	"P"	"rho"	"logK"	"G"	"H"	"S"	"V"	"Cp"	"info"
274	50	1.0024	50.3379	-264055.0886	-269329.3904	-19.9757	-18.8336	-313.8909	"1H2(aq)+0.5O2(aq)->H2O"
275	50	1.0024	50.1509	-264034.5216	-269652.3613	-21.1523	-19.0553	-306.0899	"1H2(aq)+0.5O2(aq)->H2O"
276	50	1.0024	49.9651	-264012.7955	-269967.0134	-22.2944	-19.2677	-298.7683	"1H2(aq)+0.5O2(aq)->H2O"
277	50	1.0024	49.7804	-263989.9436	-270273.8665	-23.4042	-19.4715	-291.8882	"1H2(aq)+0.5O2(aq)->H2O"
278	50	1.0024	49.5969	-263965.9972	-270573.3984	-24.4836	-19.6671	-285.4151	"1H2(aq)+0.5O2(aq)->H2O"
279	50	1.0024	49.4144	-263940.9858	-270866.0492	-25.5344	-19.8551	-279.3182	"1H2(aq)+0.5O2(aq)->H2O"
280	50	1.0023	49.2331	-263914.9373	-271152.2249	-26.5583	-20.0359	-273.5694	"1H2(aq)+0.5O2(aq)->H2O"
281	50	1.0022	49.0528	-263887.8776	-271432.301	-27.5568	-20.2098	-268.1433	"1H2(aq)+0.5O2(aq)->H2O"
282	50	1.0022	48.8737	-263859.8316	-271706.6249	-28.5313	-20.3773	-263.0168	"1H2(aq)+0.5O2(aq)->H2O"
283	50	1.0021	48.6956	-263830.8225	-271975.5189	-29.4832	-20.5387	-258.1689	"1H2(aq)+0.5O2(aq)->H2O"
284	50	1.002	48.5187	-263800.8724	-272239.2821	-30.4136	-20.6944	-253.5804	"1H2(aq)+0.5O2(aq)->H2O"
285	50	1.0019	48.3428	-263770.0022	-272498.193	-31.3236	-20.8445	-249.2337	"1H2(aq)+0.5O2(aq)->H2O"
286	50	1.0017	48.1679	-263738.2316	-272752.5106	-32.2144	-20.9895	-245.1127	"1H2(aq)+0.5O2(aq)->H2O"
287	50	1.0016	47.9942	-263705.5794	-273002.4766	-33.0869	-21.1296	-241.2028	"1H2(aq)+0.5O2(aq)->H2O"
288	50	1.0014	47.8214	-263672.0635	-273248.3168	-33.942	-21.265	-237.4902	"1H2(aq)+0.5O2(aq)->H2O"
289	50	1.0013	47.6498	-263637.7009	-273490.2419	-34.7806	-21.396	-233.9627	"1H2(aq)+0.5O2(aq)->H2O"
290	50	1.0011	47.4791	-263602.5076	-273728.4494	-35.6034	-21.5227	-230.6086	"1H2(aq)+0.5O2(aq)->H2O"
291	50	1.0009	47.3095	-263566.4991	-273963.1243	-36.4112	-21.6454	-227.4174	"1H2(aq)+0.5O2(aq)->H2O"
292	50	1.0007	47.1409	-263529.6899	-274194.4398	-37.2048	-21.7642	-224.3791	"1H2(aq)+0.5O2(aq)->H2O"
293	50	1.0005	46.9733	-263492.0941	-274422.5589	-37.9847	-21.8794	-221.4848	"1H2(aq)+0.5O2(aq)->H2O"
294	50	1.0003	46.8067	-263453.7249	-274647.6345	-38.7515	-21.9911	-218.7259	"1H2(aq)+0.5O2(aq)->H2O"
295	50	1	46.6411	-263414.5952	-274869.8106	-39.506	-22.0994	-216.0947	"1H2(aq)+0.5O2(aq)->H2O"
296	50	0.9998	46.4765	-263374.717	-275089.2226	-40.2485	-22.2046	-213.5839	"1H2(aq)+0.5O2(aq)->H2O"
297	50	0.9996	46.3129	-263334.102	-275305.9982	-40.9796	-22.3067	-211.1866	"1H2(aq)+0.5O2(aq)->H2O"
298	50	0.9993	46.1502	-263292.7614	-275520.2576	-41.6998	-22.4058	-208.8967	"1H2(aq)+0.5O2(aq)->H2O"
299	50	0.999	45.9885	-263250.7059	-275732.1146	-42.4095	-22.5022	-206.7081	"1H2(aq)+0.5O2(aq)->H2O"
300	50	0.9988	45.8278	-263207.9457	-275941.6764	-43.1093	-22.5958	-204.6155	"1H2(aq)+0.5O2(aq)->H2O"
301	50	0.9985	45.668	-263164.4906	-276149.0444	-43.7993	-22.6869	-202.6137	"1H2(aq)+0.5O2(aq)->H2O"
302	50	0.9982	45.5091	-263120.3501	-276354.3146	-44.4802	-22.7755	-200.6978	"1H2(aq)+0.5O2(aq)->H2O"
303	50	0.9979	45.3512	-263075.5332	-276557.5776	-45.1521	-22.8618	-198.8635	"1H2(aq)+0.5O2(aq)->H2O"
304	50	0.9976	45.1942	-263030.0487	-276758.9196	-45.8155	-22.9458	-197.1064	"1H2(aq)+0.5O2(aq)->H2O"
305	50	0.9972	45.0381	-262983.9049	-276958.422	-46.4707	-23.0276	-195.4227	"1H2(aq)+0.5O2(aq)->H2O"
306	50	0.9969	44.883	-262937.11	-277156.162	-47.118	-23.1072	-193.8087	"1H2(aq)+0.5O2(aq)->H2O"
307	50	0.9966	44.7287	-262889.6715	-277352.2131	-47.7576	-23.1849	-192.2607	"1H2(aq)+0.5O2(aq)->H2O"
308	50	0.9962	44.5753	-262841.5972	-277546.6449	-48.3899	-23.2606	-190.7757	"1H2(aq)+0.5O2(aq)->H2O"
309	50	0.9959	44.4228	-262792.8941	-277739.5236	-49.0151	-23.3345	-189.3506	"1H2(aq)+0.5O2(aq)->H2O"
310	50	0.9955	44.2712	-262743.5692	-277930.912	-49.6335	-23.4065	-187.9823	"1H2(aq)+0.5O2(aq)->H2O"
311	50	0.9952	44.1205	-262693.6293	-278120.87	-50.2453	-23.4768	-186.6683	"1H2(aq)+0.5O2(aq)->H2O"
312	50	0.9948	43.9706	-262643.0807	-278309.4546	-50.8507	-23.5455	-185.4059	"1H2(aq)+0.5O2(aq)->H2O"
313	50	0.9944	43.8216	-262591.9299	-278496.72	-51.45	-23.6125	-184.1927	"1H2(aq)+0.5O2(aq)->H2O"
314	50	0.994	43.6734	-262540.1828	-278682.7179	-52.0432	-23.678	-183.0265	"1H2(aq)+0.5O2(aq)->H2O"
315	50	0.9936	43.5261	-262487.8453	-278867.4975	-52.6308	-23.742	-181.9051	"1H2(aq)+0.5O2(aq)->H2O"
316	50	0.9932	43.3796	-262434.9231	-279051.1059	-53.2127	-23.8045	-180.8265	"1H2(aq)+0.5O2(aq)->H2O"
317	50	0.9928	43.2339	-262381.4216	-279233.5878	-53.7893	-23.8656	-179.7887	"1H2(aq)+0.5O2(aq)->H2O"
318	50	0.9924	43.0891	-262327.3462	-279414.986	-54.3606	-23.9254	-178.79	"1H2(aq)+0.5O2(aq)->H2O"
319	50	0.992	42.9451	-262272.7021	-279595.3416	-54.9269	-23.9839	-177.8286	"1H2(aq)+0.5O2(aq)->H2O"
320	50	0.9916	42.8019	-262217.4941	-279774.6934	-55.4883	-24.0412	-176.9029	"1H2(aq)+0.5O2(aq)->H2O"
321	50	0.9911	42.6595	-262161.7271	-279953.079	-56.0448	-24.0972	-176.0114	"1H2(aq)+0.5O2(aq)->H2O"
322	50	0.9907	42.5178	-262105.4059	-280130.5341	-56.5968	-24.152	-175.1526	"1H2(aq)+0.5O2(aq)->H2O"
323	50	0.9902	42.377	-262048.535	-280307.093	-57.1443	-24.2057	-174.3252	"1H2(aq)+0.5O2(aq)->H2O"
324	50	0.9898	42.237	-261991.1188	-280482.7883	-57.6874	-24.2583	-173.5278	"1H2(aq)+0.5O2(aq)->H2O"
325	50	0.9893	42.0977	-261933.1616	-280657.6516	-58.2263	-24.3099	-172.7592	"1H2(aq)+0.5O2(aq)->H2O"
326	50	0.9888	41.9592	-261874.6676	-280831.7128	-58.761	-24.3604	-172.0183	"1H2(aq)+0.5O2(aq)->H2O"
327	50	0.9884	41.8214	-261815.6409	-281005.001	-59.2918	-24.4099	-171.3039	"1H2(aq)+0.5O2(aq)->H2O"
328	50	0.9879	41.6844	-261756.0854	-281177.5439	-59.8186	-24.4585	-170.6149	"1H2(aq)+0.5O2(aq)->H2O"
329	50	0.9874	41.5482	-261696.005	-281349.368	-60.3417	-24.5061	-169.9505	"1H2(aq)+0.5O2(aq)->H2O"
330	50	0.9869	41.4127	-261635.4033	-281520.4989	-60.861	-24.5529	-169.3096	"1H2(aq)+0.5O2(aq)->H2O"
331	50	0.9864	41.2779	-261574.2841	-281690.9612	-61.3768	-24.5987	-168.6914	"1H2(aq)+0.5O2(aq)->H2O"
332	50	0.9859	41.1439	-261512.6509	-281860.7784	-61.8891	-24.6437	-168.0949	"1H2(aq)+0.5O2(aq)->H2O"
333	50	0.9854	41.0106	-261450.5071	-282029.9735	-62.3979	-24.6879	-167.5195	"1H2(aq)+0.5O2(aq)->H2O"
334	50	0.9849	40.878	-261387.8561	-282198.5681	-62.9035	-24.7314	-166.9642	"1H2(aq)+0.5O2(aq)->H2O"
335	50	0.9844	40.7462	-261324.7013	-282366.5834	-63.4058	-24.774	-166.4284	"1H2(aq)+0.5O2(aq)->H2O"
336	50	0.9839	40.615	-261261.0457	-282534.0397	-63.9049	-24.8159	-165.9114	"1H2(aq)+0.5O2(aq)->H2O"
337	50	0.9833	40.4845	-261196.8925	-282700.9566	-64.4009	-24.8571	-165.4125	"1H2(aq)+0.5O2(aq)->H2O"
338	50	0.9828	40.3548	-261132.2449	-282867.3529	-64.8939	-24.8976	-164.9311	"1H2(aq)+0.5O2(aq)->H2O"
339	50	0.9822	40.2257	-261067.1056	-283033.2468	-65.384	-24.9374	-164.4666	"1H2(aq)+0.5O2(aq)->H2O"
340	50	0.9817	40.0973	-261001.4778	-283198.6561	-65.8712	-24.9765	-164.0185	"1H2(aq)+0.5O2(aq)->H2O"
341	50	0.9811	39.9696	-260935.3641	-283363.5975	-66.3557	-25.0151	-163.5861	"1H2(aq)+0.5O2(aq)->H2O"
342	50	0.9806	39.8425	-260868.7674	-283528.0876	-66.8373	-25.053	-163.169	"1H2(aq)+0.5O2(aq)->H2O"
343	50	0.98	39.7162	-260801.6903	-283692.1424	-67.3163	-25.0903	-162.7667	"1H2(aq)+0.5O2(aq)->H2O"
344	50	0.9794	39.5905	-260734.1356	-283855.777	-67.7927	-25.127	-162.3786	"1H2(aq)+0.5O2(aq)->H2O"
345	50	0.9789	39.4654	-260666.1058	-284019.0065	-68.2665	-25.1632	-162.0045	"1H2(aq)+0.5O2(aq)->H2O"
346	50	0.9783	39.341	-260597.6034	-284181.8452	-68.7378	-25.1989	-161.6438	"1H2(aq)+0.5O2(aq)->H2O"
347	50	0.9777	39.2172	-260528.631	-284344.3072	-69.2067	-25.234	-161.2962	"1H2(aq)+0.5O2(aq)->H2O"
348	50	0.9771	39.0941	-260459.1908	-284506.406	-69.6732	-25.2686	-160.9612	"1H2(aq)+0.5O2(aq)->H2O"
349	50	0.9765	38.9716	-260389.2854	-284668.1547	-70.1373	-25.3027	-160.6385	"1H2(aq)+0.5O2(aq)->H2O"
350	50	0.9759	38.8498	-260318.917	-284829.5662	-70.5991	-25.3364	-160.3278	"1H2(aq)+0.5O2(aq)->H2O"
351	50	0.9753	38.7286	-260248.0879	-284990.6528	-71.0587	-25.3696	-160.0287	"1H2(aq)+0.5O2(aq)->H2O"
352	50	0.9747	38.608	-260176.8003	-285151.4265	-71.5161	-25.4023	-159.7409	"1H2(aq)+0.5O2(aq)->H2O"
353	50	0.9741	38.488	-260105.0564	-285311.8993	-71.9714	-25.4347	-159.4641	"1H2(aq)+0.5O2(aq)->H2O"
354	50	0.9735	38.3686	-260032.8583	-285472.0823	-72.4245	-25.4666	-159.1981	"1H2(aq)+0.5O2(aq)->H2O"
355	50	0.9729	38.2498	-259960.2081	-285631.9869	-72.8756	-25.4981	-158.9424	"1H2(aq)+0.5O2(aq)->H2O"
356	50	0.9722	38.1317	-259887.1079	-285791.6237	-73.3246	-25.5292	-158.697	"1H2(aq)+0.5O2(aq)->H2O"
357	50	0.9716	38.0141	-259813.5596	-285951.0034	-73.7717	-25.5599	-158.4615	"1H2(aq)+0.5O2(aq)->H2O"
358	50	0.9709	37.8971	-259739.5652	-286110.1362	-74.2168	-25.5903	-158.2357	"1H2(aq)+0.5O2(aq)->H2O"
359	50	0.9703	37.7807	-259665.1266	-286269.0323	-74.66	-25.6204	-158.0194	"1H2(aq)+0.5O2(aq)->H2O"
360	50	0.9697	37.6649	-259590.2457	-286427.7014	-75.1014	-25.6501	-157.8124	"1H2(aq)+0.5O2(aq)->H2O"
361	50	0.969	37.5497	-259514.9244	-286586.153	-75.5409	-25.6795	-157.6144	"1H2(aq)+0.5O2(aq)->H2O"
362	50	0.9683	37.435	-259439.1645	-286744.3967	-75.9787	-25.7085	-157.4253	"1H2(aq)+0.5O2(aq)->H2O"
363	50	0.9677	37.3209	-259362.9677	-286902.4416	-76.4147	-25.7373	-157.2449	"1H2(aq)+0.5O2(aq)->H2O"
364	50	0.967	37.2074	-259286.3357	-287060.2966	-76.8489	-25.7658	-157.073	"1H2(aq)+0.5O2(aq)->H2O"
365	50	0.9663	37.0944	-259209.2704	-287217.9705	-77.2815	-25.794	-156.9094	"1H2(aq)+0.5O2(aq)->H2O"
366	50	0.9657	36.982	-259131.7733	-287375.4721	-77.7124	-25.8219	-156.754	"1H2(aq)+0.5O2(aq)->H2O"
367	50	0.965	36.8702	-259053.8461	-287532.8096	-78.1417	-25.8496	-156.6067	"1H2(aq)+0.5O2(aq)->H2O"
368	50	0.9643	36.7588	-258975.4904	-287689.9915	-78.5694	-25.8771	-156.4672	"1H2(aq)+0.5O2(aq)->H2O"
369	50	0.9636	36.6481	-258896.7078	-287847.0258	-78.9956	-25.9043	-156.3355	"1H2(aq)+0.5O2(aq)->H2O"
370	50	0.9629	36.5378	-258817.4998	-288003.9206	-79.4202	-25.9312	-156.2114	"1H2(aq)+0.5O2(aq)->H2O"
371	50	0.9622	36.4282	-258737.8679	-288160.6838	-79.8433	-25.958	-156.0949	"1H2(aq)+0.5O2(aq)->H2O"
372	50	0.9615	36.319	-258657.8137	-288317.323	-80.2649	-25.9846	-155.9857	"1H2(aq)+0.5O2(aq)->H2O"
373	50	0.9608	36.2103	-258577.3386	-288473.8459	-80.6851	-26.011	-155.8838	"1H2(aq)+0.5O2(aq)->H2O"
374	50	0.9601	36.1022	-258496.4439	-288630.2599	-81.1039	-26.0372	-155.7891	"1H2(aq)+0.5O2(aq)->H2O"
375	50	0.9594	35.9946	-258415.1312	-288786.5726	-81.5213	-26.0632	-155.7014	"1H2(aq)+0.5O2(aq)->H2O"
376	50	0.9586	35.8875	-258333.4018	-288942.7911	-81.9373	-26.089	-155.6207	"1H2(aq)+0.5O2(aq)->H2O"
377	50	0.9579	35.781	-258251.257	-289098.9226	-82.352	-26.1147	-155.5469	"1H2(aq)+0.5O2(aq)->H2O"
378	50	0.9572	35.6749	-258168.6982	-289254.9743	-82.7654	-26.1403	-155.48	"1H2(aq)+0.5O2(aq)->H2O"
379	50	0.9564	35.5693	-258085.7266	-289410.9531	-83.1775	-26.1657	-155.4198	"1H2(aq)+0.5O2(aq)->H2O"
380	50	0.9557	35.4643	-258002.3436	-289566.866	-83.5883	-26.191	-155.3662	"1H2(aq)+0.5O2(aq)->H2O"
381	50	0.9549	35.3597	-257918.5504	-289722.7198	-83.9979	-26.2162	-155.3192	"1H2(aq)+0.5O2(aq)->H2O"
382	50	0.9542	35.2556	-257834.3482	-289878.5213	-84.4063	-26.2412	-155.2788	"1H2(aq)+0.5O2(aq)->H2O"
383	50	0.9534	35.152	-257749.7381	-290034.2772	-84.8135	-26.2662	-155.2448	"1H2(aq)+0.5O2(aq)->H2O"
384	50	0.9527	35.0489	-257664.7215	-290189.9941	-85.2196	-26.2911	-155.2173	"1H2(aq)+0.5O2(aq)->H2O"
385	50	0.9519	34.9463	-257579.2994	-290345.6786	-85.6245	-26.3158	-155.1961	"1H2(aq)+0.5O2(aq)->H2O"
386	50	0.9512	34.8442	-257493.4729	-290501.3373	-86.0283	-26.3406	-155.1812	"1H2(aq)+0.5O2(aq)->H2O"
387	50	0.9504	34.7425	-257407.2432	-290656.9766	-86.431	-26.3652	-155.1726	"1H2(aq)+0.5O2(aq)->H2O"
388	50	0.9496	34.6413	-257320.6113	-290812.6029	-86.8326	-26.3898	-155.1703	"1H2(aq)+0.5O2(aq)->H2O"
389	50	0.9488	34.5405	-257233.5784	-290968.2228	-87.2331	-26.4143	-155.1742	"1H2(aq)+0.5O2(aq)->H2O"
390	50	0.948	34.4403	-257146.1454	-291123.8424	-87.6327	-26.4389	-155.1842	"1H2(aq)+0.5O2(aq)->H2O"
391	50	0.9473	34.3404	-257058.3134	-291279.4682	-88.0312	-26.4633	-155.2004	"1H2(aq)+0.5O2(aq)->H2O"
392	50	0.9465	34.2411	-256970.0833	-291435.1064	-88.4287	-26.4878	-155.2227	"1H2(aq)+0.5O2(aq)->H2O"
393	50	0.9457	34.1422	-256881.4562	-291590.7633	-88.8253	-26.5122	-155.2511	"1H2(aq)+0.5O2(aq)->H2O"
394	50	0.9449	34.0437	-256792.433	-291746.4451	-89.221	-26.5367	-155.2856	"1H2(aq)+0.5O2(aq)->H2O"
395	50	0.9441	33.9457	-256703.0146	-291902.158	-89.6157	-26.5611	-155.3261	"1H2(aq)+0.5O2(aq)->H2O"
396	50	0.9432	33.8481	-256613.202	-292057.9083	-90.0095	-26.5855	-155.3728	"1H2(aq)+0.5O2(aq)->H2O"
397	50	0.9424	33.751	-256522.996	-292213.7021	-90.4024	-26.61	-155.4254	"1H2(aq)+0.5O2(aq)->H2O"
398	50	0.9416	33.6543	-256432.3975	-292369.5456	-90.7945	-26.6345	-155.4841	"1H2(aq)+0.5O2(aq)->H2O"
399	50	0.9408	33.5581	-256341.4073	-292525.4451	-91.1857	-26.6591	-155.5489	"1H2(aq)+0.5O2(aq)->H2O"
400	50	0.94	33.4622	-256250.0264	-292681.4065	-91.5761	-26.6836	-155.6197	"1H2(aq)+0.5O2(aq)->H2O"
401	50	0.9391	33.3668	-256158.2555	-292837.4362	-91.9656	-26.7083	-155.6966	"1H2(aq)+0.5O2(aq)->H2O"
402	50	0.9383	33.2719	-256066.0954	-292993.5404	-92.3545	-26.733	-155.7795	"1H2(aq)+0.5O2(aq)->H2O"
403	50	0.9375	33.1773	-255973.5468	-293149.7251	-92.7425	-26.7577	-155.8685	"1H2(aq)+0.5O2(aq)->H2O"
404	50	0.9366	33.0832	-255880.6106	-293305.9965	-93.1298	-26.7826	-155.9636	"1H2(aq)+0.5O2(aq)->H2O"
405	50	0.9358	32.9894	-255787.2875	-293462.361	-93.5163	-26.8075	-156.0647	"1H2(aq)+0.5O2(aq)->H2O"
406	50	0.9349	32.8961	-255693.5782	-293618.8247	-93.9022	-26.8326	-156.1721	"1H2(aq)+0.5O2(aq)->H2O"
407	50	0.934	32.8032	-255599.4834	-293775.3938	-94.2874	-26.8577	-156.2855	"1H2(aq)+0.5O2(aq)->H2O"
408	50	0.9332	32.7107	-255505.0037	-293932.0746	-94.6719	-26.883	-156.4052	"1H2(aq)+0.5O2(aq)->H2O"
409	50	0.9323	32.6186	-255410.1399	-294088.8735	-95.0557	-26.9084	-156.531	"1H2(aq)+0.5O2(aq)->H2O"
410	50	0.9315	32.527	-255314.8925	-294245.7966	-95.4389	-26.9339	-156.6631	"1H2(aq)+0.5O2(aq)->H2O"
411	50	0.9306	32.4357	-255219.2623	-294402.8505	-95.8215	-26.9596	-156.8015	"1H2(aq)+0.5O2(aq)->H2O"
412	50	0.9297	32.3448	-255123.2497	-294560.0414	-96.2035	-26.9854	-156.9462	"1H2(aq)+0.5O2(aq)->H2O"
413	50	0.9288	32.2542	-255026.8555	-294717.3757	-96.5849	-27.0114	-157.0972	"1H2(aq)+0.5O2(aq)->H2O"
414	50	0.9279	32.1641	-254930.0801	-294874.8601	-96.9658	-27.0375	-157.2547	"1H2(aq)+0.5O2(aq)->H2O"
415	50	0.927	32.0744	-254832.9242	-295032.5009	-97.3461	-27.0639	-157.4186	"1H2(aq)+0.5O2(aq)->H2O"
416	50	0.9261	31.985	-254735.3882	-295190.3047	-97.7259	-27.0904	-157.589	"1H2(aq)+0.5O2(aq)->H2O"
417	50	0.9252	31.8961	-254637.4726	-295348.2782	-98.1052	-27.1171	-157.766	"1H2(aq)+0.5O2(aq)->H2O"
418	50	0.9243	31.8075	-254539.178	-295506.4281	-98.484	-27.1441	-157.9496	"1H2(aq)+0.5O2(aq)->H2O"
419	50	0.9234	31.7193	-254440.5048	-295664.7609	-98.8623	-27.1712	-158.1399	"1H2(aq)+0.5O2(aq)->H2O"
420	50	0.9225	31.6314	-254341.4536	-295823.2836	-99.2402	-27.1986	-158.3369	"1H2(aq)+0.5O2(aq)->H2O"
421	50	0.9216	31.544	-254242.0246	-295982.0031	-99.6176	-27.2262	-158.5408	"1H2(aq)+0.5O2(aq)->H2O"
422	50	0.9207	31.4569	-254142.2184	-296140.9261	-99.9947	-27.2541	-158.7516	"1H2(aq)+0.5O2(aq)->H2O"
423	50	0.9198	31.3701	-254042.0354	-296300.0598	-100.3713	-27.2822	-158.9693	"1H2(aq)+0.5O2(aq)->H2O"
424	50	0.9188	31.2838	-253941.4759	-296459.4112	-100.7476	-27.3107	-159.1941	"1H2(aq)+0.5O2(aq)->H2O"
425	50	0.9179	31.1977	-253840.5403	-296618.9874	-101.1235	-27.3394	-159.426	"1H2(aq)+0.5O2(aq)->H2O"
426	50	0.9169	31.1121	-253739.229	-296778.7958	-101.4991	-27.3683	-159.6651	"1H2(aq)+0.5O2(aq)->H2O"
427	50	0.916	31.0268	-253637.5423	-296938.8436	-101.8743	-27.3976	-159.9116	"1H2(aq)+0.5O2(aq)->H2O"
428	50	0.9151	30.9418	-253535.4804	-297099.1383	-102.2493	-27.4272	-160.1655	"1H2(aq)+0.5O2(aq)->H2O"
429	50	0.9141	30.8572	-253433.0437	-297259.6873	-102.624	-27.4572	-160.4269	"1H2(aq)+0.5O2(aq)->H2O"
430	50	0.9131	30.773	-253330.2325	-297420.4984	-102.9984	-27.4875	-160.6959	"1H2(aq)+0.5O2(aq)->H2O"
431	50	0.9122	30.6891	-253227.047	-297581.5792	-103.3726	-27.5181	-160.9726	"1H2(aq)+0.5O2(aq)->H2O"
432	50	0.9112	30.6055	-253123.4875	-297742.9376	-103.7465	-27.5491	-161.2571	"1H2(aq)+0.5O2(aq)->H2O"
433	50	0.9102	30.5223	-253019.5541	-297904.5815	-104.1203	-27.5805	-161.5497	"1H2(aq)+0.5O2(aq)->H2O"
434	50	0.9093	30.4394	-252915.247	-298066.519	-104.4938	-27.6122	-161.8502	"1H2(aq)+0.5O2(aq)->H2O"
435	50	0.9083	30.3569	-252810.5665	-298228.7583	-104.8672	-27.6444	-162.159	"1H2(aq)+0.5O2(aq)->H2O"
436	50	0.9073	30.2747	-252705.5126	-298391.3076	-105.2405	-27.677	-162.4762	"1H2(aq)+0.5O2(aq)->H2O"
437	50	0.9063	30.1928	-252600.0856	-298554.1755	-105.6136	-27.71	-162.8018	"1H2(aq)+0.5O2(aq)->H2O"
438	50	0.9053	30.1112	-252494.2855	-298717.3706	-105.9866	-27.7434	-163.136	"1H2(aq)+0.5O2(aq)->H2O"
439	50	0.9043	30.03	-252388.1124	-298880.9015	-106.3595	-27.7773	-163.4789	"1H2(aq)+0.5O2(aq)->H2O"
440	50	0.9033	29.9491	-252281.5665	-299044.7771	-106.7324	-27.8117	-163.8308	"1H2(aq)+0.5O2(aq)->H2O"
441	50	0.9023	29.8685	-252174.6477	-299209.0066	-107.1052	-27.8466	-164.1917	"1H2(aq)+0.5O2(aq)->H2O"
442	50	0.9013	29.7883	-252067.356	-299373.599	-107.478	-27.882	-164.5619	"1H2(aq)+0.5O2(aq)->H2O"
443	50	0.9003	29.7083	-251959.6916	-299538.5637	-107.8508	-27.9178	-164.9415	"1H2(aq)+0.5O2(aq)->H2O"
444	50	0.8993	29.6287	-251851.6544	-299703.9103	-108.2237	-27.9543	-165.3306	"1H2(aq)+0.5O2(aq)->H2O"
445	50	0.8983	29.5494	-251743.2443	-299869.6484	-108.5965	-27.9912	-165.7295	"1H2(aq)+0.5O2(aq)->H2O"
446	50	0.8972	29.4704	-251634.4613	-300035.788	-108.9694	-28.0287	-166.1383	"1H2(aq)+0.5O2(aq)->H2O"
447	50	0.8962	29.3917	-251525.3054	-300202.339	-109.3425	-28.0669	-166.5573	"1H2(aq)+0.5O2(aq)->H2O"
448	50	0.8951	29.3134	-251415.7764	-300369.3119	-109.7156	-28.1056	-166.9866	"1H2(aq)+0.5O2(aq)->H2O"
449	50	0.8941	29.2353	-251305.8742	-300536.7171	-110.0888	-28.1449	-167.4265	"1H2(aq)+0.5O2(aq)->H2O"
450	50	0.8931	29.1575	-251195.5986	-300704.5652	-110.4622	-28.1848	-167.8771	"1H2(aq)+0.5O2(aq)->H2O"
451	50	0.892	29.0801	-251084.9496	-300872.8672	-110.8358	-28.2254	-168.3387	"1H2(aq)+0.5O2(aq)->H2O"
452	50	0.8909	29.0029	-250973.9269	-301041.6342	-111.2096	-28.2667	-168.8115	"1H2(aq)+0.5O2(aq)->H2O"
453	50	0.8899	28.926	-250862.5303	-301210.8776	-111.5836	-28.3087	-169.2958	"1H2(aq)+0.5O2(aq)->H2O"
454	50	0.8888	28.8494	-250750.7595	-301380.609	-111.9579	-28.3514	-169.7917	"1H2(aq)+0.5O2(aq)->H2O"
455	50	0.8877	28.7732	-250638.6144	-301550.8402	-112.3325	-28.3948	-170.2996	"1H2(aq)+0.5O2(aq)->H2O"
456	50	0.8867	28.6972	-250526.0945	-301721.5833	-112.7073	-28.4389	-170.8198	"1H2(aq)+0.5O2(aq)->H2O"
457	50	0.8856	28.6215	-250413.1996	-301892.8508	-113.0825	-28.4838	-171.3524	"1H2(aq)+0.5O2(aq)->H2O"
458	50	0.8845	28.5461	-250299.9294	-302064.6553	-113.458	-28.5295	-171.8978	"1H2(aq)+0.5O2(aq)->H2O"
459	50	0.8834	28.4709	-250186.2835	-302237.0097	-113.8339	-28.5761	-172.4562	"1H2(aq)+0.5O2(aq)->H2O"
460	50	0.8823	28.3961	-250072.2614	-302409.9273	-114.2102	-28.6235	-173.028	"1H2(aq)+0.5O2(aq)->H2O"
461	50	0.8812	28.3215	-249957.8628	-302583.4217	-114.587	-28.6717	-173.6136	"1H2(aq)+0.5O2(aq)->H2O"
462	50	0.8801	28.2473	-249843.0873	-302757.5067	-114.9642	-28.7208	-174.2131	"1H2(aq)+0.5O2(aq)->H2O"
463	50	0.879	28.1733	-249727.9343	-302932.1965	-115.3419	-28.7708	-174.8269	"1H2(aq)+0.5O2(aq)->H2O"
464	50	0.8778	28.0995	-249612.4033	-303107.5058	-115.7201	-28.8218	-175.4555	"1H2(aq)+0.5O2(aq)->H2O"
465	50	0.8767	28.0261	-249496.4938	-303283.4492	-116.0989	-28.8737	-176.0991	"1H2(aq)+0.5O2(aq)->H2O"
466	50	0.8756	27.9529	-249380.2052	-303460.0422	-116.4783	-28.9267	-176.7581	"1H2(aq)+0.5O2(aq)->H2O"
467	50	0.8745	27.88	-249263.537	-303637.3004	-116.8583	-28.9806	-177.433	"1H2(aq)+0.5O2(aq)->H2O"
468	50	0.8733	27.8074	-249146.4885	-303815.2398	-117.2389	-29.0356	-178.124	"1H2(aq)+0.5O2(aq)->H2O"
469	50	0.8722	27.735	-249029.059	-303993.8769	-117.6202	-29.0917	-178.8317	"1H2(aq)+0.5O2(aq)->H2O"
470	50	0.871	27.6629	-248911.2479	-304173.2285	-118.0022	-29.1488	-179.5564	"1H2(aq)+0.5O2(aq)->H2O"
471	50	0.8699	27.5911	-248793.0544	-304353.3118	-118.3849	-29.2071	-180.2986	"1H2(aq)+0.5O2(aq)->H2O"
472	50	0.8687	27.5195	-248674.4778	-304534.1448	-118.7685	-29.2666	-181.0588	"1H2(aq)+0.5O2(aq)->H2O"
473	50	0.8675	27.4482	-248555.5172	-304715.7455	-119.1528	-29.3273	-181.8374	"1H2(aq)+0.5O2(aq)->H2O"
474	50	0.8664	27.3771	-248436.1719	-304898.1327	-119.538	-29.3892	-182.635	"1H2(aq)+0.5O2(aq)->H2O"
